ano,id_municipio,expectativa_anos_estudo,taxa_analfabetismo_15_a_17,taxa_atraso_0_medio,taxa_freq_bruta_medio,taxa_freq_15_17,indice_gini,idhm_e,idhm_l,idhm_r
2010,3147402,9.15,1.23,67.47,74.69,84.35,0.45,0.625,0.793,0.674
2010,3147501,10.15,1.83,80.67,73.77,96.36,0.41,0.533,0.787,0.631
2010,3147600,9.26,1.12,86.96,81.55,81.39,0.49,0.623,0.86,0.683
2010,3147709,8.94,0.73,81.75,59.66,88.92,0.49,0.594,0.808,0.676
2010,3147808,9.64,0.82,74.27,41.73,94.47,0.46,0.507,0.809,0.662
2010,3147907,9.3,0.83,78.63,68.76,80.64,0.49,0.658,0.886,0.741
2010,3147956,9.3,1.96,60.24,70.3,77.59,0.47,0.534,0.787,0.55
2010,3148004,9.86,0.56,77.73,77.2,84.86,0.5,0.698,0.855,0.749
2010,3148103,9.26,1.27,82.66,56.77,83.92,0.49,0.628,0.852,0.723
2010,3148202,9.57,1.78,80.82,74.38,85.11,0.49,0.576,0.796,0.691
2010,3148301,9.07,1.14,56.62,76.32,88.05,0.48,0.497,0.823,0.632
2010,3148400,9.48,1.88,83.48,49.0,76.96,0.52,0.521,0.791,0.593
2010,3148509,8.45,2.24,62.21,50.9,78.91,0.53,0.507,0.813,0.599
2010,3148608,8.91,3.23,76.79,54.37,75.89,0.53,0.497,0.787,0.63
2010,3148707,8.99,1.56,73.55,56.02,81.47,0.53,0.518,0.797,0.596
2010,3148756,7.96,2.37,59.45,55.0,67.21,0.5,0.457,0.74,0.557
2010,3148806,8.07,0.99,59.69,35.35,84.98,0.54,0.466,0.821,0.636
2010,3148905,9.19,0.0,85.17,83.47,83.18,0.41,0.611,0.843,0.688
2010,3149002,9.27,0.86,78.72,74.14,91.03,0.53,0.539,0.827,0.631
2010,3149101,10.31,0.94,76.11,96.1,86.46,0.55,0.563,0.807,0.677
2010,3149150,9.42,1.91,59.7,58.1,80.76,0.47,0.521,0.787,0.564
2010,3149200,9.75,1.71,74.24,58.09,85.02,0.48,0.631,0.855,0.719
2010,3149309,9.68,0.96,66.35,71.24,86.94,0.47,0.7,0.856,0.723
2010,3149408,8.83,2.2,84.04,82.46,85.2,0.41,0.555,0.794,0.587
2010,3149507,8.64,0.53,75.24,45.34,83.25,0.44,0.557,0.868,0.692
2010,3149606,9.24,0.43,68.76,55.19,79.21,0.43,0.564,0.808,0.672
2010,3149705,7.96,1.93,61.93,31.47,65.41,0.35,0.579,0.843,0.711
2010,3149804,9.39,1.26,75.81,46.21,78.59,0.55,0.571,0.88,0.752
2010,3149903,9.5,0.58,74.88,64.84,89.2,0.52,0.661,0.878,0.71
2010,3149952,8.02,1.33,60.81,59.02,76.34,0.43,0.555,0.839,0.593
2010,3150000,9.03,1.12,72.9,62.48,91.23,0.52,0.552,0.831,0.615
2010,3150109,9.15,2.01,56.62,53.84,88.62,0.42,0.467,0.824,0.647
2010,3150158,9.72,1.84,72.0,60.51,70.93,0.46,0.477,0.773,0.621
2010,3150208,8.14,2.29,84.35,64.6,88.74,0.38,0.528,0.802,0.616
2010,3150307,9.53,1.2,76.32,77.93,93.56,0.45,0.593,0.82,0.64
2010,3150406,8.48,1.64,73.62,45.59,78.74,0.48,0.453,0.84,0.645
2010,3150505,8.71,0.47,76.51,61.05,73.82,0.45,0.556,0.832,0.697
2010,3150539,9.29,2.69,72.43,69.65,72.63,0.44,0.529,0.744,0.603
2010,3150570,8.78,1.98,70.31,64.3,87.48,0.54,0.469,0.799,0.56
2010,3150604,8.91,0.82,64.63,70.67,83.37,0.44,0.515,0.809,0.646
2010,3150703,7.83,1.29,100.0,36.73,76.24,0.54,0.588,0.858,0.748
2010,3150802,8.49,0.91,58.31,58.29,78.45,0.52,0.461,0.799,0.585
2010,3150901,10.32,1.43,70.56,83.5,80.42,0.46,0.599,0.806,0.666
2010,3151008,9.47,0.67,76.34,71.12,87.78,0.43,0.651,0.841,0.672
2010,3151107,9.47,1.99,66.75,76.31,90.22,0.46,0.624,0.841,0.68
2010,3151206,9.63,1.17,73.38,84.71,89.87,0.55,0.68,0.828,0.693
2010,3151305,8.68,0.77,58.1,73.46,78.63,0.37,0.564,0.843,0.673
2010,3151404,8.52,0.96,75.42,47.35,76.59,0.47,0.617,0.87,0.711
2010,3151503,8.57,0.74,70.04,57.15,81.69,0.47,0.625,0.878,0.729
2010,3151602,9.62,0.63,52.54,56.83,74.33,0.43,0.597,0.852,0.711
2010,3151701,9.23,0.44,79.05,59.7,74.77,0.44,0.541,0.866,0.705
2010,3151800,9.79,0.64,73.67,79.13,83.77,0.5,0.706,0.872,0.768
2010,3151909,8.86,2.38,63.98,54.85,76.86,0.46,0.5,0.799,0.614
2010,3152006,9.99,1.34,66.62,78.62,81.74,0.52,0.564,0.834,0.694
2010,3152105,9.27,1.3,71.86,74.89,86.64,0.51,0.608,0.848,0.714
2010,3152131,8.59,3.03,62.85,49.08,80.27,0.45,0.493,0.797,0.565
2010,3152170,8.39,2.58,68.13,58.2,76.01,0.53,0.478,0.781,0.564
2010,3152204,9.99,2.13,84.09,75.97,76.61,0.5,0.585,0.796,0.593
2010,3152303,9.96,1.13,79.8,66.99,85.71,0.46,0.516,0.804,0.615
2010,3152402,10.14,1.99,68.69,60.24,77.63,0.48,0.515,0.809,0.584
2010,3152501,9.63,0.73,70.62,73.61,88.5,0.49,0.704,0.872,0.755
2010,3152600,8.29,1.45,61.82,42.63,86.55,0.63,0.573,0.847,0.736
2010,3152709,8.64,1.29,74.72,72.0,81.55,0.48,0.574,0.865,0.66
2010,3152808,8.27,1.86,78.84,54.45,77.83,0.51,0.536,0.852,0.736
2010,3152907,9.92,0.73,67.47,71.34,80.4,0.45,0.639,0.862,0.703
2010,3153004,8.06,0.88,68.63,38.39,77.87,0.52,0.607,0.871,0.71
2010,3153103,8.85,1.18,85.79,46.89,90.33,0.47,0.521,0.804,0.603
2010,3153202,8.77,1.92,70.24,49.0,86.03,0.41,0.483,0.796,0.603
2010,3153301,8.31,0.54,72.54,70.0,85.0,0.44,0.468,0.787,0.573
2010,3153400,10.01,0.39,81.72,96.63,85.09,0.45,0.611,0.831,0.679
2010,3153509,9.58,1.44,81.6,59.16,74.42,0.51,0.554,0.787,0.66
2010,3153608,9.4,0.51,75.71,52.42,83.44,0.42,0.629,0.795,0.658
2010,3153707,7.81,0.0,94.15,40.47,69.58,0.45,0.557,0.846,0.677
2010,3153806,8.55,0.0,70.19,71.82,83.86,0.46,0.575,0.823,0.669
2010,3153905,8.54,0.94,73.43,53.11,83.49,0.52,0.661,0.832,0.706
2010,3154002,8.69,1.34,69.54,63.91,82.04,0.51,0.52,0.823,0.658
2010,3154101,9.67,2.69,61.65,52.66,84.09,0.47,0.589,0.841,0.668
2010,3154150,9.43,2.33,68.34,46.76,74.4,0.52,0.48,0.801,0.647
2010,3154200,9.78,0.88,75.23,71.86,81.66,0.48,0.568,0.823,0.689
2010,3154309,7.99,1.35,70.16,44.9,83.84,0.52,0.543,0.833,0.666
2010,3154408,10.04,0.75,89.91,82.39,85.22,0.42,0.599,0.834,0.638
2010,3154457,9.45,1.37,69.27,50.87,80.73,0.48,0.551,0.795,0.577
2010,3154507,8.93,1.67,71.3,64.85,81.63,0.44,0.547,0.808,0.557
2010,3154606,9.0,1.38,66.79,57.66,84.66,0.39,0.591,0.822,0.658
2010,3154705,11.03,0.0,67.52,96.54,93.81,0.43,0.675,0.85,0.699
2010,3154804,8.64,1.49,72.2,47.19,85.35,0.47,0.508,0.87,0.689
2010,3154903,8.46,1.27,60.94,68.8,83.03,0.47,0.519,0.813,0.651
2010,3155009,9.42,1.47,78.96,72.92,82.49,0.44,0.567,0.801,0.644
2010,3155108,9.75,2.35,71.47,62.63,85.96,0.49,0.479,0.807,0.573
2010,3155207,8.47,0.82,81.71,75.31,83.75,0.48,0.474,0.801,0.575
2010,3155306,10.01,1.27,81.7,71.43,83.45,0.43,0.501,0.802,0.676
2010,3155405,8.67,1.56,74.0,64.98,89.82,0.47,0.631,0.835,0.671
2010,3155504,9.73,0.67,87.02,76.0,80.02,0.5,0.575,0.855,0.725
2010,3155603,9.52,2.31,68.81,74.69,78.0,0.52,0.52,0.798,0.586
2010,3155702,9.71,0.39,68.23,64.25,93.83,0.45,0.605,0.794,0.67
2010,3155801,9.66,0.43,71.64,57.38,79.68,0.47,0.609,0.863,0.694
2010,3155900,8.6,0.85,55.04,55.75,89.71,0.51,0.557,0.847,0.665
2010,3156007,7.01,3.12,51.91,48.56,80.51,0.56,0.389,0.787,0.566
2010,3156106,9.47,1.45,84.88,80.74,90.0,0.44,0.526,0.815,0.649
2010,3156205,8.76,0.97,77.76,47.69,75.19,0.39,0.569,0.849,0.663
2010,3156304,8.74,0.31,87.05,58.61,65.82,0.46,0.532,0.797,0.703
2010,3156403,8.64,1.12,76.31,74.19,91.08,0.54,0.604,0.813,0.722
2010,3156452,9.63,1.39,67.51,44.48,89.46,0.49,0.548,0.812,0.653
2010,3156502,9.33,4.62,79.21,56.39,84.37,0.5,0.443,0.808,0.552
2010,3156601,9.16,3.06,65.64,48.04,75.45,0.48,0.469,0.817,0.589
2010,3156700,9.06,0.9,75.37,76.36,87.12,0.45,0.67,0.833,0.699
2010,3156809,8.85,1.94,59.43,54.37,79.12,0.52,0.502,0.812,0.637
2010,3156908,9.33,1.06,83.91,58.77,81.09,0.45,0.619,0.871,0.726
2010,3157005,9.23,1.25,73.52,76.89,81.16,0.65,0.551,0.815,0.697
2010,3157104,8.02,3.69,78.27,43.31,84.65,0.5,0.453,0.846,0.586
2010,3157203,9.76,0.87,81.09,77.29,83.81,0.47,0.642,0.816,0.676
2010,3157252,8.7,1.47,72.42,55.83,64.78,0.44,0.473,0.8,0.608
2010,3157278,8.99,2.14,46.84,55.39,74.29,0.49,0.438,0.823,0.617
2010,3157302,10.26,0.37,73.17,82.64,89.84,0.43,0.517,0.81,0.616
2010,3157336,10.59,0.5,75.0,80.61,87.6,0.39,0.636,0.839,0.66
2010,3157377,9.37,2.14,58.68,43.63,86.91,0.49,0.463,0.757,0.548
2010,3157401,8.33,0.68,75.0,53.14,85.12,0.46,0.485,0.815,0.618
2010,3157500,8.13,1.44,71.46,45.32,73.91,0.47,0.487,0.793,0.579
2010,3157609,8.94,2.96,66.89,50.02,75.89,0.53,0.492,0.804,0.589
2010,3157658,7.99,9.32,67.98,84.98,84.4,0.48,0.474,0.723,0.531
2010,3157708,9.23,1.76,77.53,54.02,85.44,0.43,0.558,0.868,0.726
2010,3157807,9.64,1.03,70.8,68.17,85.1,0.43,0.625,0.859,0.682
2010,3157906,8.86,2.74,73.67,43.94,59.68,0.61,0.455,0.785,0.635
2010,3158003,8.16,1.64,82.27,47.24,83.98,0.45,0.533,0.821,0.622
2010,3158102,9.82,2.28,57.18,74.5,84.18,0.44,0.507,0.765,0.593
2010,3158201,8.73,1.9,73.7,48.3,77.2,0.54,0.511,0.817,0.629
2010,3158300,9.86,1.32,72.71,55.34,79.08,0.4,0.587,0.85,0.681
2010,3158409,9.99,2.87,85.26,83.85,84.81,0.41,0.655,0.793,0.643
2010,3158508,9.93,2.88,74.16,73.8,83.73,0.42,0.493,0.816,0.617
2010,3158607,7.82,0.47,72.35,40.19,74.23,0.44,0.493,0.849,0.66
2010,3158706,10.12,0.0,63.81,75.87,91.6,0.54,0.558,0.822,0.648
2010,3158805,7.5,1.27,62.06,62.99,83.27,0.42,0.523,0.79,0.655
2010,3158904,7.56,1.05,90.75,31.27,64.06,0.5,0.475,0.809,0.622
2010,3158953,8.38,1.45,61.0,60.06,75.44,0.42,0.552,0.878,0.663
2010,3159001,10.6,2.7,73.17,63.1,86.03,0.5,0.551,0.834,0.641
2010,3159100,9.75,1.42,74.74,89.16,81.67,0.4,0.557,0.801,0.608
2010,3159209,9.36,1.31,96.49,61.3,80.7,0.43,0.576,0.823,0.693
2010,3159308,9.14,0.38,84.83,76.2,89.53,0.47,0.567,0.826,0.676
2010,3159357,7.88,2.1,63.62,47.82,61.37,0.44,0.464,0.791,0.627
2010,3159407,9.67,1.04,74.01,68.95,88.01,0.51,0.505,0.793,0.625
2010,3159506,8.22,1.59,84.03,51.76,69.37,0.44,0.472,0.779,0.609
2010,3159605,9.18,0.78,78.24,81.4,84.77,0.48,0.62,0.83,0.727
2010,3159704,9.95,0.57,78.95,65.98,83.74,0.46,0.583,0.866,0.695
2010,3159803,9.31,0.92,83.34,50.18,74.73,0.46,0.576,0.865,0.718
2010,3159902,8.86,0.87,70.16,68.41,83.58,0.43,0.576,0.823,0.641
2010,3160009,9.43,0.0,65.41,75.07,84.71,0.42,0.545,0.841,0.66
2010,3160108,9.33,0.8,66.44,71.71,86.79,0.41,0.493,0.823,0.626
2010,3160207,9.03,1.95,59.94,64.37,83.93,0.48,0.408,0.794,0.537
2010,3160306,7.96,3.48,67.9,54.1,79.15,0.53,0.427,0.772,0.575
2010,3160405,8.77,1.05,83.34,62.77,75.06,0.49,0.615,0.84,0.736
2010,3160454,9.85,2.33,78.43,58.65,75.16,0.58,0.469,0.784,0.504
2010,3160504,7.88,3.7,64.4,96.76,85.5,0.53,0.591,0.823,0.616
2010,3160603,8.48,1.08,72.61,90.01,74.55,0.54,0.536,0.824,0.641
2010,3160702,9.6,1.05,72.93,92.3,92.6,0.5,0.697,0.847,0.688
2010,3160801,9.06,1.45,71.31,95.0,82.57,0.42,0.581,0.801,0.651
2010,3160900,7.62,0.59,76.68,81.74,78.25,0.43,0.541,0.801,0.675
2010,3160959,9.72,0.59,59.24,61.37,75.4,0.47,0.539,0.8,0.602
2010,3161007,9.22,0.89,70.18,76.3,86.65,0.49,0.593,0.823,0.674
2010,3161056,8.85,2.6,63.47,40.41,73.43,0.47,0.51,0.795,0.589
2010,3161106,8.79,2.59,60.85,70.68,77.4,0.55,0.542,0.804,0.595
2010,3161205,8.49,1.52,62.3,44.0,75.45,0.39,0.537,0.812,0.66
2010,3161304,8.01,1.43,84.06,45.15,73.02,0.5,0.528,0.867,0.711
2010,3161403,10.19,1.53,73.57,54.45,73.3,0.47,0.541,0.833,0.647
2010,3161502,8.3,0.97,75.54,33.42,81.95,0.41,0.507,0.831,0.656
2010,3161601,8.08,1.67,65.11,55.78,80.92,0.55,0.447,0.774,0.625
2010,3161650,8.03,2.16,66.61,36.29,74.37,0.48,0.482,0.824,0.631
2010,3161700,8.08,2.81,85.98,61.96,80.84,0.47,0.568,0.796,0.665
2010,3161809,8.08,0.99,81.57,44.35,66.83,0.4,0.57,0.842,0.682
2010,3161908,9.68,2.26,72.7,60.33,80.27,0.49,0.569,0.792,0.658
2010,3162005,8.15,1.35,70.1,53.81,77.61,0.52,0.609,0.85,0.706
2010,3162104,9.25,1.42,81.03,63.08,78.27,0.51,0.632,0.855,0.739
2010,3162203,8.43,1.03,85.7,72.58,82.6,0.45,0.631,0.845,0.713
2010,3162252,9.84,0.63,69.73,43.8,78.05,0.48,0.546,0.813,0.575
2010,3162302,7.16,0.68,61.81,33.74,77.04,0.41,0.501,0.822,0.676
2010,3162401,7.79,3.26,64.84,75.51,79.7,0.48,0.419,0.786,0.559
2010,3162450,7.09,6.94,56.18,36.74,76.11,0.51,0.381,0.776,0.502
2010,3162500,9.96,0.6,64.72,71.54,88.61,0.52,0.69,0.86,0.733
2010,3162559,7.99,1.61,95.1,43.31,71.1,0.57,0.498,0.836,0.659
2010,3162575,8.35,2.95,73.75,45.76,66.8,0.42,0.522,0.805,0.623
2010,3162609,8.64,1.66,69.01,73.52,75.67,0.44,0.536,0.805,0.631
2010,3162658,7.05,2.68,68.08,36.94,79.97,0.64,0.504,0.798,0.606
2010,3162708,8.73,2.5,77.54,54.18,75.05,0.44,0.493,0.808,0.583
2010,3162807,8.93,1.13,65.65,61.58,82.7,0.52,0.52,0.806,0.62
2010,3162906,8.97,1.05,66.78,64.75,79.86,0.42,0.6,0.85,0.696
2010,3162922,7.92,1.33,67.08,34.28,72.79,0.44,0.518,0.844,0.664
2010,3162948,8.5,1.35,66.82,73.31,86.46,0.5,0.637,0.876,0.722
2010,3162955,9.69,1.0,68.0,74.9,90.33,0.42,0.679,0.844,0.677
2010,3163003,7.25,3.13,62.08,30.31,78.09,0.47,0.432,0.765,0.6
2010,3163102,9.35,0.0,56.26,52.11,89.23,0.47,0.597,0.857,0.682
2010,3163201,10.79,0.0,77.57,82.34,78.2,0.47,0.652,0.837,0.676
2010,3163300,10.12,1.62,73.31,62.79,76.31,0.56,0.583,0.778,0.627
2010,3163409,10.64,1.78,73.8,82.5,87.11,0.52,0.553,0.814,0.657
2010,3163508,8.48,2.02,70.26,54.04,75.74,0.49,0.417,0.749,0.582
2010,3163607,9.27,0.81,69.55,57.87,82.5,0.48,0.562,0.823,0.612
2010,3163706,9.66,0.92,72.03,75.7,89.81,0.51,0.673,0.871,0.746
2010,3163805,9.25,1.44,64.46,61.65,80.6,0.44,0.523,0.828,0.616
2010,3163904,9.53,2.6,76.48,58.36,72.92,0.45,0.539,0.836,0.68
2010,3164001,9.07,0.67,69.14,52.08,88.21,0.43,0.576,0.789,0.631
2010,3164100,8.34,1.63,62.95,52.57,82.69,0.48,0.501,0.785,0.611
2010,3164209,8.42,1.74,65.93,71.19,88.93,0.53,0.568,0.787,0.586
2010,3164308,9.46,0.6,71.51,76.31,86.76,0.45,0.517,0.838,0.699
2010,3164407,8.42,0.4,76.48,56.19,80.96,0.43,0.569,0.848,0.687
2010,3164431,8.82,1.31,87.05,47.65,84.94,0.42,0.552,0.827,0.631
2010,3164472,9.12,1.61,66.66,52.94,76.89,0.44,0.49,0.766,0.597
2010,3164506,8.51,2.04,72.92,63.1,74.9,0.54,0.427,0.816,0.564
2010,3164605,7.67,0.38,89.77,48.85,76.83,0.39,0.434,0.832,0.678
2010,3164704,9.66,0.84,77.9,72.06,78.03,0.47,0.613,0.836,0.735
2010,3164803,9.05,1.15,71.59,68.76,85.43,0.5,0.472,0.809,0.662
2010,3164902,9.48,0.0,87.41,58.02,87.6,0.42,0.568,0.845,0.645
2010,3165008,9.52,1.28,68.13,64.0,88.44,0.44,0.533,0.825,0.66
2010,3165107,9.7,1.94,79.4,79.26,81.62,0.43,0.568,0.874,0.692
2010,3165206,9.25,2.69,73.34,66.77,82.96,0.4,0.578,0.801,0.64
2010,3165305,9.68,0.5,54.48,76.15,86.18,0.53,0.644,0.845,0.673
2010,3165404,9.25,0.57,56.96,72.02,75.05,0.44,0.563,0.842,0.664
2010,3165503,9.31,3.08,73.34,62.56,80.69,0.5,0.533,0.812,0.594
2010,3165537,9.52,1.41,69.8,66.75,87.93,0.46,0.643,0.871,0.706
2010,3165552,9.06,4.17,68.7,50.89,81.37,0.55,0.4,0.743,0.536
2010,3165560,9.87,0.56,60.8,92.43,91.67,0.44,0.543,0.826,0.623
2010,3165578,9.5,1.92,68.45,87.19,79.17,0.45,0.564,0.821,0.623
2010,3165602,8.84,1.68,50.15,50.74,83.87,0.58,0.534,0.834,0.689
2010,3165701,8.59,1.69,65.17,74.0,76.88,0.43,0.505,0.829,0.639
2010,3165800,10.22,0.0,75.35,84.08,95.95,0.4,0.585,0.824,0.663
2010,3165909,8.97,1.75,59.27,64.84,83.83,0.43,0.539,0.782,0.566
2010,3166006,8.99,1.68,64.98,75.91,86.47,0.45,0.521,0.801,0.603
2010,3166105,8.56,2.3,52.74,48.64,83.29,0.47,0.378,0.802,0.595
2010,3166204,10.29,0.36,77.54,77.48,86.03,0.43,0.548,0.776,0.578
2010,3166303,8.44,1.67,79.4,42.94,67.46,0.45,0.375,0.776,0.602
2010,3166402,8.62,0.93,51.87,62.57,92.53,0.42,0.512,0.853,0.657
2010,3166501,7.68,6.27,55.57,51.38,66.05,0.54,0.398,0.809,0.537
2010,3166600,9.42,0.0,83.53,51.91,90.3,0.38,0.542,0.863,0.663
2010,3166709,8.46,1.85,86.56,62.21,87.57,0.56,0.539,0.784,0.653
2010,3166808,9.88,1.22,74.57,63.24,84.35,0.53,0.549,0.852,0.722
2010,3166907,8.34,2.0,81.62,58.51,74.9,0.44,0.569,0.833,0.655
2010,3166956,10.5,0.38,73.14,75.86,80.48,0.54,0.539,0.773,0.608
2010,3167004,8.32,2.7,48.91,70.21,81.67,0.5,0.499,0.834,0.638
2010,3167103,8.67,1.96,50.19,71.15,87.14,0.65,0.52,0.834,0.65
2010,3167202,9.95,1.16,75.48,74.18,87.11,0.53,0.705,0.84,0.742
2010,3167301,8.32,1.63,84.08,36.52,69.74,0.4,0.511,0.841,0.645
2010,3167400,8.51,1.71,69.13,47.89,82.7,0.47,0.559,0.865,0.706
2010,3167509,8.21,2.96,79.31,43.86,88.21,0.5,0.478,0.843,0.645
2010,3167608,8.46,2.16,63.14,52.17,63.93,0.5,0.493,0.823,0.622
2010,3167707,9.08,2.27,79.96,58.12,76.75,0.47,0.51,0.805,0.611
2010,3167806,9.74,1.84,64.21,79.4,81.3,0.46,0.606,0.831,0.673
2010,3167905,9.75,1.68,78.3,64.82,85.3,0.45,0.578,0.821,0.666
2010,3168002,9.92,1.24,70.96,72.84,82.99,0.51,0.578,0.815,0.639
2010,3168051,9.46,1.33,80.94,66.99,83.05,0.39,0.557,0.799,0.604
2010,3168101,9.06,0.85,65.98,53.46,86.84,0.54,0.561,0.847,0.759
2010,3168200,9.1,2.15,58.43,72.86,88.75,0.45,0.522,0.847,0.67
2010,3168309,8.74,1.97,38.2,81.65,90.79,0.45,0.525,0.818,0.643
2010,3168408,8.6,2.38,70.64,55.37,75.85,0.47,0.499,0.829,0.614
2010,3168507,9.12,1.09,53.16,78.84,86.93,0.55,0.558,0.804,0.685
2010,3168606,9.42,1.59,72.66,66.46,85.39,0.57,0.598,0.824,0.698
2010,3168705,9.96,0.55,76.15,86.24,88.39,0.48,0.742,0.836,0.737
2010,3168804,8.91,0.56,74.0,60.81,79.0,0.57,0.619,0.885,0.741
2010,3168903,9.05,0.89,82.99,52.66,83.13,0.52,0.532,0.852,0.703
2010,3169000,9.28,0.47,72.09,78.33,88.52,0.42,0.597,0.8,0.682
2010,3169059,9.6,2.72,82.2,91.34,83.72,0.41,0.631,0.808,0.661
2010,3169109,9.87,1.36,68.43,57.32,68.84,0.4,0.546,0.802,0.66
2010,3169208,9.25,1.4,77.76,44.3,85.18,0.52,0.607,0.871,0.699
2010,3169307,9.25,1.1,67.95,70.11,82.57,0.56,0.66,0.855,0.73
2010,3169356,9.72,0.69,81.45,77.39,77.28,0.52,0.695,0.866,0.706
2010,3169406,9.46,0.68,76.19,63.77,77.39,0.51,0.643,0.85,0.714
2010,3169505,8.22,1.78,66.27,25.54,73.86,0.45,0.482,0.827,0.615
2010,3169604,8.91,0.94,81.71,49.8,74.22,0.49,0.605,0.863,0.711
2010,3169703,9.89,1.72,67.48,66.04,84.77,0.5,0.602,0.816,0.646
2010,3169802,8.23,1.98,68.92,62.97,70.51,0.49,0.576,0.829,0.707
2010,3169901,8.92,1.09,73.84,58.75,78.26,0.5,0.62,0.841,0.727
2010,3170008,8.81,1.91,67.85,57.65,82.32,0.49,0.519,0.787,0.552
2010,3170057,8.71,2.22,79.75,42.65,74.27,0.41,0.475,0.805,0.604
2010,3170107,9.94,0.83,74.23,78.84,85.71,0.5,0.705,0.845,0.772
2010,3170206,9.92,0.77,70.82,79.42,84.97,0.5,0.716,0.885,0.776
2010,3170305,9.22,3.4,81.79,70.18,74.29,0.49,0.531,0.815,0.599
2010,3170404,9.69,1.23,77.35,84.58,86.35,0.54,0.651,0.847,0.723
2010,3170438,7.76,1.64,78.58,37.53,77.43,0.48,0.534,0.829,0.684
2010,3170479,9.8,0.45,67.24,57.49,82.38,0.51,0.602,0.793,0.612
2010,3170503,8.98,1.11,64.93,63.21,85.82,0.41,0.498,0.811,0.628
2010,3170529,8.62,1.85,65.52,62.58,84.33,0.47,0.543,0.781,0.559
2010,3170578,8.53,0.79,67.36,37.3,74.45,0.49,0.486,0.819,0.631
2010,3170602,9.21,2.13,85.35,74.56,90.13,0.38,0.597,0.847,0.667
2010,3170651,10.08,1.82,74.87,74.28,77.77,0.45,0.559,0.811,0.563
2010,3170701,9.74,0.63,77.93,73.51,86.78,0.51,0.707,0.875,0.76
2010,3170750,9.76,1.2,80.45,79.73,80.12,0.39,0.631,0.847,0.673
2010,3170800,8.66,1.15,73.28,59.74,83.94,0.46,0.573,0.814,0.634
2010,3170909,8.72,2.42,62.7,59.93,77.0,0.51,0.477,0.806,0.546
2010,3171006,10.48,0.57,66.5,87.93,95.0,0.44,0.666,0.866,0.707
2010,3171030,8.83,4.15,53.92,56.76,75.51,0.45,0.462,0.797,0.542
2010,3171071,9.15,0.76,70.41,102.03,85.26,0.43,0.555,0.785,0.579
2010,3171105,7.77,0.0,75.74,62.36,68.0,0.45,0.501,0.869,0.683
2010,3171154,8.77,1.22,80.03,61.89,71.26,0.52,0.475,0.79,0.61
2010,3171204,8.44,0.9,66.7,58.7,81.63,0.42,0.592,0.811,0.677
2010,3171303,10.24,0.74,71.23,79.93,86.83,0.56,0.696,0.883,0.758
2010,3171402,9.4,1.9,86.03,45.24,83.33,0.42,0.592,0.808,0.623
2010,3171501,9.35,1.2,60.34,45.81,81.79,0.54,0.483,0.795,0.596
2010,3171600,8.79,1.35,79.1,54.36,80.39,0.49,0.488,0.797,0.585
2010,3171709,9.63,1.44,83.36,64.64,82.62,0.47,0.523,0.829,0.635
2010,3171808,9.04,0.86,56.53,62.64,85.78,0.49,0.58,0.831,0.638
2010,3171907,8.93,1.88,59.65,80.33,81.99,0.51,0.497,0.795,0.602
2010,3172004,8.84,1.65,59.92,60.9,78.35,0.49,0.591,0.85,0.709
2010,3172103,8.01,2.63,79.46,55.1,84.32,0.51,0.531,0.841,0.669
2010,3172202,9.09,0.89,58.61,66.37,79.68,0.44,0.576,0.842,0.644
2010,3200102,8.43,1.32,81.79,64.22,72.65,0.5,0.544,0.825,0.661
2010,3200136,9.78,0.97,80.16,68.76,81.08,0.53,0.595,0.792,0.66
2010,3200169,9.74,2.67,78.27,55.22,79.89,0.49,0.546,0.819,0.619
2010,3200201,9.75,1.98,71.09,64.39,83.62,0.52,0.63,0.839,0.708
2010,3200300,9.31,1.07,90.01,61.1,82.94,0.48,0.611,0.832,0.703
2010,3200359,10.1,1.04,77.03,76.78,83.76,0.52,0.567,0.815,0.634
2010,3200409,8.78,0.98,62.67,49.8,85.3,0.46,0.654,0.856,0.696
2010,3200508,8.8,0.76,78.6,60.47,80.46,0.53,0.549,0.841,0.659
2010,3200607,10.26,0.93,69.08,74.11,84.46,0.5,0.707,0.838,0.717
2010,3200706,9.66,1.38,71.02,63.14,80.19,0.44,0.637,0.841,0.663
2010,3200805,9.87,1.29,84.1,77.02,76.42,0.48,0.637,0.811,0.67
2010,3200904,9.0,1.71,75.91,63.3,77.73,0.5,0.58,0.815,0.673
2010,3201001,9.22,1.3,75.88,95.04,80.78,0.45,0.59,0.816,0.651
2010,3201100,9.93,1.86,67.67,82.38,85.71,0.48,0.673,0.854,0.689
2010,3201159,9.47,1.4,77.98,64.79,73.24,0.48,0.54,0.828,0.63
2010,3201209,9.61,1.14,77.82,68.35,83.85,0.52,0.677,0.837,0.733
2010,3201308,9.38,1.57,73.86,62.31,79.3,0.45,0.628,0.844,0.699
2010,3201407,8.07,1.13,80.29,58.13,77.62,0.45,0.639,0.852,0.703
2010,3201506,8.89,0.9,75.56,72.89,83.73,0.51,0.668,0.841,0.738
2010,3201605,9.73,1.2,78.92,74.7,83.47,0.5,0.603,0.81,0.648
2010,3201704,8.08,1.25,55.74,53.77,76.14,0.51,0.541,0.81,0.685
2010,3201803,9.39,1.18,76.29,61.47,75.87,0.51,0.496,0.819,0.622
2010,3201902,8.52,1.06,77.79,46.24,68.51,0.48,0.528,0.833,0.68
