ano,id_municipio,expectativa_anos_estudo,taxa_analfabetismo_15_a_17,taxa_atraso_0_medio,taxa_freq_bruta_medio,taxa_freq_15_17,indice_gini,idhm_e,idhm_l,idhm_r
2010,2202539,6.86,11.29,20.36,41.38,73.88,0.58,0.347,0.775,0.48
2010,2202554,8.55,6.23,67.66,65.8,87.98,0.53,0.426,0.715,0.52
2010,2202604,8.82,4.16,52.27,83.05,85.09,0.48,0.473,0.754,0.566
2010,2202653,7.68,9.28,27.0,41.47,85.97,0.52,0.329,0.708,0.498
2010,2202703,7.56,8.85,56.16,45.86,82.2,0.56,0.334,0.712,0.516
2010,2202711,8.41,1.92,52.04,64.64,88.99,0.51,0.399,0.78,0.55
2010,2202729,6.25,5.72,65.61,44.2,80.94,0.59,0.315,0.779,0.504
2010,2202737,8.56,5.29,64.43,63.58,90.05,0.48,0.453,0.732,0.543
2010,2202752,10.62,6.84,64.46,100.01,90.97,0.49,0.55,0.778,0.578
2010,2202778,9.09,4.9,61.1,77.3,85.14,0.51,0.462,0.772,0.57
2010,2202802,9.99,7.49,65.33,75.58,83.29,0.53,0.482,0.759,0.559
2010,2202851,7.93,3.16,57.6,71.4,84.98,0.57,0.433,0.725,0.518
2010,2202901,8.65,4.76,57.62,75.1,89.82,0.6,0.54,0.789,0.62
2010,2203008,7.76,7.97,56.87,62.72,80.61,0.61,0.469,0.77,0.521
2010,2203107,8.45,5.55,50.61,73.27,85.58,0.59,0.434,0.713,0.586
2010,2203206,9.22,2.99,55.01,84.08,88.38,0.55,0.527,0.741,0.574
2010,2203230,7.75,7.02,49.72,66.6,83.48,0.51,0.438,0.743,0.49
2010,2203255,7.69,4.58,71.38,55.67,72.68,0.53,0.438,0.762,0.512
2010,2203271,8.85,6.19,80.56,50.15,84.23,0.58,0.422,0.685,0.506
2010,2203305,9.25,5.18,60.33,77.3,84.67,0.48,0.515,0.781,0.588
2010,2203354,8.45,4.94,73.1,66.33,82.09,0.52,0.436,0.718,0.563
2010,2203404,9.17,4.11,48.56,64.72,85.66,0.52,0.488,0.762,0.583
2010,2203420,8.07,5.54,37.8,48.64,78.93,0.56,0.403,0.755,0.547
2010,2203453,9.36,1.47,33.5,100.51,89.85,0.54,0.439,0.756,0.498
2010,2203503,8.55,5.65,49.11,75.19,86.84,0.48,0.45,0.758,0.573
2010,2203602,9.29,2.95,63.41,66.38,93.54,0.57,0.462,0.742,0.616
2010,2203701,8.91,6.53,60.08,83.5,78.08,0.51,0.497,0.769,0.579
2010,2203750,9.35,5.15,61.24,56.8,85.69,0.52,0.441,0.738,0.506
2010,2203800,7.95,2.93,58.76,81.96,85.02,0.57,0.443,0.704,0.525
2010,2203859,8.82,4.7,49.39,71.9,87.87,0.51,0.391,0.753,0.53
2010,2203909,9.59,2.31,65.25,91.55,87.27,0.55,0.633,0.802,0.676
2010,2204006,8.99,4.93,64.19,80.41,82.42,0.56,0.475,0.722,0.523
2010,2204105,7.82,5.63,56.69,62.67,77.45,0.52,0.45,0.756,0.565
2010,2204154,9.74,7.53,45.72,78.86,84.42,0.5,0.425,0.701,0.567
2010,2204204,8.59,4.75,65.46,92.4,82.41,0.51,0.498,0.754,0.598
2010,2204303,9.55,6.25,71.04,67.78,79.8,0.56,0.511,0.748,0.621
2010,2204352,8.67,4.94,58.44,60.63,84.24,0.46,0.446,0.755,0.524
2010,2204402,6.81,7.36,54.33,59.72,87.22,0.68,0.38,0.753,0.574
2010,2204501,8.96,4.68,60.93,84.0,82.56,0.5,0.542,0.794,0.639
2010,2204550,7.6,4.4,55.93,40.26,90.84,0.57,0.381,0.711,0.483
2010,2204600,9.69,5.99,78.46,79.3,89.22,0.52,0.524,0.776,0.528
2010,2204659,8.75,6.18,49.11,66.61,85.91,0.51,0.472,0.708,0.534
2010,2204709,9.4,2.38,73.53,97.85,87.94,0.52,0.56,0.772,0.562
2010,2204808,9.62,2.43,66.97,95.3,85.65,0.47,0.583,0.765,0.56
2010,2204907,8.49,7.45,34.7,54.31,81.05,0.79,0.41,0.767,0.628
2010,2205003,8.47,3.58,62.46,76.37,83.73,0.5,0.401,0.725,0.545
2010,2205102,8.73,3.86,52.21,52.31,84.57,0.55,0.46,0.727,0.594
2010,2205151,8.64,8.52,49.45,58.39,79.13,0.52,0.416,0.724,0.509
2010,2205201,7.92,10.81,51.92,48.05,82.29,0.52,0.366,0.709,0.556
2010,2205250,10.62,3.63,54.41,110.04,91.83,0.51,0.55,0.711,0.532
2010,2205276,9.32,2.33,64.47,47.36,83.97,0.46,0.442,0.78,0.525
2010,2205300,9.06,4.23,70.36,59.29,88.16,0.49,0.461,0.787,0.569
2010,2205359,8.52,7.06,60.89,94.17,92.15,0.49,0.46,0.752,0.51
2010,2205409,7.82,5.38,41.09,54.44,76.75,0.6,0.384,0.765,0.485
2010,2205458,7.46,6.1,60.95,38.49,81.73,0.57,0.353,0.726,0.501
2010,2205508,9.08,5.36,47.63,80.46,84.43,0.57,0.512,0.781,0.591
2010,2205516,9.03,4.06,42.5,70.34,83.56,0.51,0.47,0.753,0.522
2010,2205524,8.97,4.5,53.16,94.75,86.36,0.53,0.508,0.777,0.5
2010,2205532,8.73,3.75,46.73,49.04,81.74,0.54,0.435,0.767,0.511
2010,2205540,8.64,5.49,56.73,61.96,82.34,0.53,0.488,0.776,0.561
2010,2205557,7.89,3.42,43.56,69.16,80.1,0.53,0.425,0.728,0.538
2010,2205565,8.1,2.79,41.53,44.59,80.06,0.59,0.358,0.744,0.474
2010,2205573,8.09,6.57,62.67,56.74,86.47,0.53,0.4,0.743,0.499
2010,2205581,8.97,5.78,68.28,65.04,83.95,0.47,0.464,0.778,0.548
2010,2205599,8.94,10.71,71.43,57.62,83.54,0.55,0.421,0.745,0.504
2010,2205607,9.03,5.78,58.28,84.7,83.66,0.54,0.48,0.738,0.563
2010,2205706,8.18,5.61,64.11,64.57,82.97,0.59,0.398,0.73,0.544
2010,2205805,8.3,9.26,52.2,60.66,78.14,0.51,0.42,0.7,0.55
2010,2205854,9.79,4.6,64.44,73.75,77.99,0.53,0.489,0.772,0.472
2010,2205904,8.71,4.49,67.6,40.1,90.21,0.55,0.466,0.758,0.534
2010,2205953,8.63,9.33,39.71,63.1,75.29,0.49,0.438,0.7,0.578
2010,2206001,8.91,2.55,46.59,78.04,91.36,0.48,0.494,0.717,0.58
2010,2206050,8.09,9.58,59.3,63.43,80.36,0.51,0.386,0.73,0.514
2010,2206100,9.14,7.95,52.92,61.38,80.77,0.52,0.438,0.779,0.521
2010,2206209,7.69,7.79,47.83,54.28,83.7,0.6,0.396,0.742,0.533
2010,2206308,9.33,2.6,62.26,80.5,96.22,0.52,0.533,0.782,0.579
2010,2206357,8.24,3.5,46.63,51.83,91.63,0.55,0.357,0.772,0.476
2010,2206407,9.87,2.08,58.56,73.49,84.79,0.5,0.524,0.781,0.568
2010,2206506,7.37,7.63,56.96,67.0,73.23,0.53,0.404,0.739,0.591
2010,2206605,8.69,3.85,45.42,67.55,85.21,0.57,0.474,0.768,0.531
2010,2206654,8.94,5.1,41.86,97.18,88.49,0.58,0.435,0.774,0.472
2010,2206670,9.45,3.51,39.13,61.48,78.08,0.53,0.418,0.742,0.536
2010,2206696,8.0,6.82,57.19,45.77,75.05,0.6,0.391,0.777,0.489
2010,2206704,9.88,4.65,56.26,113.94,92.88,0.56,0.51,0.707,0.531
2010,2206720,10.15,3.51,69.71,119.22,81.45,0.5,0.512,0.78,0.546
2010,2206753,9.56,3.02,83.53,71.58,85.66,0.5,0.462,0.78,0.557
2010,2206803,7.45,4.49,21.64,77.34,74.16,0.48,0.411,0.732,0.503
2010,2206902,8.85,5.22,55.51,67.33,80.97,0.51,0.418,0.775,0.547
2010,2206951,7.96,3.13,64.37,60.71,91.69,0.56,0.392,0.702,0.536
2010,2207009,9.23,4.31,61.14,83.92,88.92,0.58,0.547,0.753,0.619
2010,2207108,10.2,1.74,71.01,72.32,87.62,0.56,0.477,0.746,0.537
2010,2207207,9.2,5.2,64.56,58.45,82.23,0.52,0.427,0.699,0.531
2010,2207306,8.88,2.59,81.24,54.96,85.32,0.49,0.492,0.721,0.537
2010,2207355,10.1,1.52,58.62,73.85,93.7,0.6,0.427,0.732,0.56
2010,2207405,8.43,3.72,59.61,73.37,84.67,0.6,0.431,0.704,0.57
2010,2207504,8.67,6.73,59.54,88.69,85.12,0.59,0.443,0.776,0.515
2010,2207553,7.24,5.41,31.63,63.52,79.31,0.51,0.348,0.731,0.519
2010,2207603,7.71,4.66,56.69,78.57,91.0,0.56,0.464,0.777,0.526
2010,2207702,10.09,3.66,62.87,84.52,86.22,0.57,0.604,0.816,0.658
2010,2207751,8.22,11.5,38.02,62.62,78.59,0.54,0.393,0.758,0.594
2010,2207777,8.52,6.71,69.29,51.43,75.18,0.5,0.448,0.755,0.529
2010,2207793,7.81,4.04,52.98,60.01,91.04,0.6,0.376,0.742,0.488
2010,2207801,8.61,7.4,82.67,63.3,81.66,0.6,0.472,0.767,0.596
2010,2207850,8.18,8.37,38.09,81.6,87.56,0.53,0.379,0.748,0.512
2010,2207900,8.66,5.85,49.39,51.18,87.6,0.58,0.428,0.767,0.566
2010,2207934,8.63,4.27,61.87,115.53,81.96,0.55,0.496,0.746,0.479
2010,2207959,9.11,7.43,33.45,85.17,92.2,0.62,0.425,0.77,0.52
2010,2208007,9.48,2.44,69.31,94.38,88.37,0.56,0.621,0.8,0.684
2010,2208106,8.39,6.67,70.28,46.85,78.32,0.57,0.423,0.774,0.553
2010,2208205,9.42,4.75,68.85,52.53,72.9,0.56,0.44,0.758,0.538
2010,2208304,9.31,4.61,55.59,67.16,81.7,0.54,0.478,0.77,0.575
2010,2208403,9.96,3.58,65.44,76.97,83.94,0.55,0.533,0.775,0.621
2010,2208502,8.06,8.88,25.31,46.69,79.56,0.57,0.406,0.758,0.537
2010,2208551,8.64,6.67,61.8,59.41,88.49,0.49,0.452,0.732,0.539
2010,2208601,9.04,7.73,49.71,74.6,83.21,0.54,0.448,0.764,0.527
2010,2208650,7.57,4.78,63.56,56.99,86.81,0.53,0.368,0.758,0.49
2010,2208700,8.89,3.72,67.56,69.25,82.88,0.57,0.478,0.766,0.557
2010,2208809,9.36,5.25,53.89,73.58,83.55,0.57,0.498,0.714,0.582
2010,2208858,7.71,3.48,60.37,60.47,92.62,0.6,0.431,0.761,0.483
2010,2208874,8.65,2.84,41.73,68.07,91.56,0.58,0.368,0.758,0.505
2010,2208908,8.18,8.33,53.47,64.94,83.58,0.57,0.485,0.787,0.568
2010,2209005,7.94,7.82,59.29,60.14,80.13,0.54,0.442,0.767,0.552
2010,2209104,9.56,8.14,77.09,100.89,84.78,0.49,0.53,0.72,0.57
2010,2209153,9.03,4.09,66.03,78.19,84.01,0.44,0.509,0.719,0.524
2010,2209203,6.72,5.86,59.93,47.95,84.28,0.59,0.385,0.789,0.53
2010,2209302,8.87,5.19,47.05,71.37,81.91,0.51,0.49,0.768,0.539
2010,2209351,8.93,3.42,60.26,64.06,80.72,0.47,0.476,0.736,0.539
2010,2209377,10.22,5.44,58.93,56.46,86.59,0.52,0.483,0.699,0.539
2010,2209401,7.16,5.1,65.24,80.6,72.64,0.47,0.473,0.704,0.597
2010,2209450,9.93,3.39,61.41,48.76,94.09,0.49,0.582,0.776,0.524
2010,2209500,9.76,3.47,72.67,73.17,86.76,0.52,0.546,0.776,0.543
2010,2209559,8.63,4.58,72.73,62.37,87.42,0.53,0.514,0.771,0.533
2010,2209609,9.52,4.2,51.84,83.1,89.54,0.52,0.52,0.742,0.587
2010,2209658,7.26,9.61,48.31,54.72,85.51,0.6,0.336,0.734,0.462
2010,2209708,9.38,4.11,43.52,55.97,88.13,0.54,0.448,0.744,0.557
2010,2209757,8.15,5.39,75.18,57.46,85.81,0.67,0.438,0.701,0.572
2010,2209807,9.76,2.47,76.08,76.02,80.02,0.55,0.588,0.739,0.538
2010,2209856,7.84,4.93,45.25,87.79,86.77,0.52,0.446,0.726,0.539
2010,2209872,8.04,4.44,44.51,45.24,88.03,0.54,0.351,0.753,0.516
2010,2209906,9.24,8.03,62.2,67.89,85.96,0.57,0.478,0.757,0.545
2010,2209955,9.57,3.34,64.56,96.47,89.74,0.57,0.46,0.708,0.536
2010,2209971,9.9,4.43,62.45,60.54,85.19,0.55,0.401,0.72,0.496
2010,2210003,10.14,4.63,66.81,117.27,91.71,0.57,0.567,0.769,0.615
2010,2210052,8.81,6.67,42.13,71.82,83.41,0.49,0.44,0.775,0.529
2010,2210102,8.59,4.04,55.67,88.09,83.4,0.57,0.449,0.766,0.548
2010,2210201,9.12,8.44,74.89,71.03,79.53,0.43,0.423,0.7,0.569
2010,2210300,7.89,10.73,62.8,51.46,78.73,0.51,0.455,0.775,0.593
2010,2210359,8.38,3.57,74.46,79.83,76.96,0.47,0.499,0.753,0.56
2010,2210375,7.85,3.09,46.05,83.35,80.85,0.5,0.433,0.757,0.52
2010,2210383,8.06,8.66,47.65,38.73,94.09,0.54,0.413,0.774,0.557
2010,2210391,8.02,13.22,62.41,60.6,73.7,0.55,0.407,0.747,0.505
2010,2210409,8.95,4.82,59.82,67.24,84.3,0.57,0.434,0.78,0.508
2010,2210508,9.44,7.34,72.12,65.34,82.3,0.56,0.492,0.776,0.553
2010,2210607,9.82,3.9,76.25,96.61,88.72,0.55,0.587,0.779,0.631
2010,2210623,7.51,4.57,50.43,66.02,85.57,0.59,0.394,0.77,0.508
2010,2210631,9.54,5.63,66.53,81.07,92.98,0.58,0.467,0.736,0.516
2010,2210656,8.77,6.29,70.6,57.65,84.59,0.51,0.496,0.764,0.518
2010,2210706,7.84,4.3,73.7,62.02,81.85,0.51,0.44,0.771,0.56
2010,2210805,9.56,4.3,51.34,87.99,87.29,0.57,0.525,0.767,0.613
2010,2210904,8.23,4.97,57.44,83.76,90.63,0.57,0.465,0.739,0.513
2010,2210938,8.43,3.81,63.82,88.42,78.42,0.46,0.476,0.749,0.563
2010,2210953,6.82,3.88,61.84,36.19,84.8,0.54,0.36,0.685,0.509
2010,2210979,8.22,3.18,47.09,65.91,80.07,0.48,0.499,0.704,0.553
2010,2211001,10.36,1.6,66.86,108.34,89.32,0.61,0.707,0.82,0.731
2010,2211100,8.57,4.98,50.72,80.4,85.77,0.52,0.453,0.781,0.542
2010,2211209,8.2,5.15,50.38,70.85,85.77,0.53,0.516,0.794,0.614
2010,2211308,9.52,3.43,69.75,92.33,87.88,0.53,0.566,0.773,0.62
2010,2211357,7.94,5.71,57.31,53.54,82.17,0.57,0.44,0.743,0.518
2010,2211407,9.14,3.24,52.84,64.2,84.78,0.51,0.474,0.708,0.554
2010,2211506,8.5,6.94,61.27,63.08,85.24,0.58,0.375,0.685,0.494
2010,2211605,7.63,5.59,70.66,68.26,74.69,0.6,0.471,0.685,0.559
2010,2211704,9.38,3.43,53.47,95.41,95.7,0.51,0.443,0.708,0.513
2010,2300101,9.7,3.85,84.06,62.99,72.12,0.48,0.612,0.748,0.54
2010,2300150,9.14,5.11,71.3,49.04,71.96,0.43,0.562,0.709,0.559
2010,2300200,10.03,3.78,72.32,63.97,76.9,0.6,0.517,0.758,0.554
2010,2300309,9.94,5.44,61.8,72.67,81.23,0.57,0.517,0.724,0.563
2010,2300408,8.79,4.71,63.67,49.86,76.96,0.53,0.474,0.749,0.518
2010,2300507,9.43,3.99,69.84,53.5,89.96,0.46,0.524,0.751,0.549
2010,2300606,10.36,1.85,63.75,65.69,88.07,0.55,0.515,0.774,0.547
2010,2300705,9.12,4.79,70.71,54.82,79.45,0.48,0.499,0.774,0.563
2010,2300754,10.25,3.79,69.42,79.78,82.54,0.56,0.582,0.761,0.503
2010,2300804,9.39,4.07,70.82,66.43,72.31,0.51,0.506,0.772,0.55
2010,2300903,10.63,3.21,80.71,86.64,81.38,0.54,0.593,0.741,0.536
2010,2301000,9.05,4.09,70.46,64.19,82.27,0.48,0.55,0.788,0.608
2010,2301109,10.39,3.84,74.02,71.6,79.8,0.53,0.624,0.742,0.607
2010,2301208,9.46,5.24,67.96,60.35,76.87,0.51,0.556,0.759,0.55
2010,2301257,9.77,6.91,58.98,60.87,80.89,0.53,0.516,0.763,0.522
2010,2301307,9.12,5.14,61.67,53.51,80.32,0.56,0.459,0.759,0.515
2010,2301406,9.98,2.38,73.11,62.44,81.74,0.49,0.587,0.775,0.53
2010,2301505,9.7,5.22,78.91,70.85,81.59,0.53,0.564,0.74,0.565
2010,2301604,9.61,4.63,75.49,62.29,79.81,0.59,0.482,0.783,0.573
2010,2301703,9.1,4.77,62.45,47.97,80.22,0.53,0.521,0.764,0.557
2010,2301802,9.41,3.66,62.4,69.76,81.63,0.46,0.575,0.763,0.563
2010,2301851,9.97,5.35,72.62,54.58,77.77,0.55,0.53,0.779,0.54
2010,2301901,10.4,2.55,78.19,73.85,84.41,0.51,0.637,0.817,0.613
2010,2301950,9.57,4.99,75.52,56.78,73.82,0.5,0.551,0.771,0.551
2010,2302008,9.67,3.24,70.81,56.77,77.07,0.5,0.51,0.758,0.556
2010,2302057,10.22,4.09,76.51,75.82,90.72,0.55,0.505,0.72,0.512
2010,2302107,10.13,5.63,75.07,63.41,83.58,0.48,0.548,0.753,0.574
2010,2302206,10.02,2.55,74.73,62.5,79.96,0.55,0.571,0.778,0.585
2010,2302305,10.31,3.97,74.74,83.38,78.01,0.55,0.598,0.76,0.533
2010,2302404,8.87,3.64,71.74,52.63,77.72,0.59,0.504,0.768,0.553
2010,2302503,9.02,4.13,70.34,69.56,78.1,0.52,0.592,0.768,0.596
2010,2302602,9.95,3.12,68.38,65.7,80.48,0.56,0.578,0.729,0.565
2010,2302701,10.57,4.96,70.49,60.16,81.7,0.58,0.556,0.769,0.584
2010,2302800,9.15,3.39,70.83,61.96,80.47,0.58,0.526,0.765,0.571
2010,2302909,10.31,5.94,76.44,78.04,75.43,0.57,0.593,0.73,0.527
2010,2303006,8.18,5.22,59.7,54.84,75.33,0.5,0.505,0.779,0.528
2010,2303105,10.09,3.45,76.76,66.75,84.28,0.54,0.526,0.749,0.537
2010,2303204,9.66,4.77,69.84,59.82,86.19,0.51,0.483,0.73,0.549
2010,2303303,9.71,3.22,77.1,70.14,76.63,0.52,0.519,0.751,0.546
2010,2303402,10.32,4.56,75.87,64.06,79.38,0.53,0.513,0.76,0.536
2010,2303501,9.74,3.25,64.66,66.74,82.44,0.48,0.578,0.793,0.587
2010,2303600,8.93,5.27,85.0,58.19,68.29,0.51,0.56,0.764,0.551
2010,2303659,10.38,2.55,77.8,72.07,77.69,0.53,0.587,0.717,0.537
2010,2303709,9.71,3.34,69.86,70.18,82.71,0.48,0.632,0.808,0.62
2010,2303808,9.51,5.69,70.25,82.43,85.21,0.56,0.553,0.753,0.592
2010,2303907,10.25,4.16,63.97,78.2,85.24,0.5,0.536,0.716,0.524
2010,2303931,9.94,4.71,73.85,70.44,81.88,0.58,0.523,0.778,0.493
2010,2303956,9.35,5.23,63.5,57.1,78.08,0.5,0.522,0.742,0.57
2010,2304004,10.04,5.99,71.24,68.64,75.56,0.51,0.568,0.758,0.526
2010,2304103,9.25,5.08,68.78,65.54,78.38,0.6,0.55,0.787,0.618
2010,2304202,10.47,2.28,76.32,80.94,84.59,0.57,0.673,0.822,0.655
2010,2304236,10.45,4.16,74.59,69.27,71.96,0.57,0.544,0.76,0.497
2010,2304251,10.04,2.12,77.27,85.08,75.52,0.58,0.586,0.752,0.573
2010,2304269,10.17,3.56,70.33,84.02,85.66,0.5,0.562,0.742,0.542
2010,2304277,9.14,7.86,52.75,50.95,67.17,0.46,0.547,0.754,0.551
2010,2304285,10.13,2.48,70.41,61.91,81.13,0.65,0.621,0.794,0.7
2010,2304301,10.73,3.34,84.02,91.03,84.26,0.54,0.605,0.774,0.541
2010,2304350,10.3,4.08,67.35,94.94,81.87,0.45,0.602,0.76,0.583
2010,2304400,10.04,2.19,71.71,77.44,84.35,0.61,0.695,0.824,0.749
2010,2304459,9.44,2.48,73.85,61.61,83.15,0.51,0.588,0.734,0.562
2010,2304509,9.36,4.74,75.64,45.22,67.48,0.53,0.536,0.746,0.551
2010,2304608,9.61,6.12,68.71,57.41,79.93,0.51,0.449,0.744,0.548
2010,2304657,9.74,2.63,70.24,59.32,86.36,0.55,0.477,0.755,0.514
2010,2304707,9.46,7.19,68.37,60.61,79.25,0.62,0.453,0.778,0.495
2010,2304806,9.31,2.79,59.83,60.04,86.85,0.51,0.526,0.715,0.533
2010,2304905,10.37,1.87,66.28,82.52,91.83,0.47,0.598,0.724,0.585
2010,2304954,9.3,4.13,74.06,68.98,81.64,0.47,0.56,0.768,0.546
2010,2305001,9.52,3.42,67.18,67.08,78.43,0.51,0.528,0.776,0.552
2010,2305100,9.34,2.81,61.19,60.5,76.65,0.47,0.61,0.736,0.576
2010,2305209,9.38,3.58,84.94,67.29,88.61,0.51,0.499,0.775,0.549
2010,2305233,9.29,3.6,74.84,64.83,72.98,0.42,0.61,0.788,0.594
2010,2305266,8.86,9.27,81.17,61.19,82.33,0.55,0.489,0.759,0.517
2010,2305308,9.94,3.18,72.63,75.98,79.53,0.47,0.525,0.767,0.559
2010,2305332,9.94,6.06,71.66,73.37,74.01,0.52,0.571,0.758,0.514
2010,2305357,8.66,4.68,65.15,81.27,80.35,0.47,0.541,0.757,0.572
2010,2305407,9.0,10.29,78.94,63.3,75.97,0.55,0.536,0.731,0.568
2010,2305506,9.49,3.26,75.25,66.47,75.79,0.54,0.599,0.808,0.642
2010,2305605,9.92,3.53,82.03,63.36,83.01,0.55,0.592,0.759,0.561
2010,2305654,9.79,4.58,80.2,71.47,80.25,0.55,0.506,0.766,0.502
2010,2305704,8.91,6.72,53.86,54.55,79.75,0.63,0.491,0.729,0.621
2010,2305803,8.82,4.65,67.45,58.56,81.24,0.56,0.532,0.762,0.583
2010,2305902,9.61,5.18,57.09,51.99,84.36,0.56,0.479,0.735,0.534
2010,2306009,10.38,4.97,79.37,66.66,79.88,0.55,0.632,0.733,0.597
2010,2306108,10.24,5.17,64.95,64.1,85.3,0.61,0.557,0.755,0.526
2010,2306207,10.97,2.89,79.33,81.11,86.63,0.44,0.642,0.758,0.581
2010,2306256,9.1,2.98,70.39,73.83,78.31,0.45,0.548,0.768,0.583
2010,2306306,9.56,3.0,62.43,72.18,78.97,0.54,0.568,0.76,0.561
2010,2306405,9.79,3.35,73.71,64.22,80.55,0.56,0.613,0.761,0.562
2010,2306504,9.27,5.25,70.91,50.0,79.88,0.5,0.542,0.775,0.525
2010,2306553,10.16,4.87,69.97,84.41,80.38,0.53,0.558,0.753,0.529
2010,2306603,8.83,6.07,62.5,51.12,85.66,0.54,0.463,0.747,0.514
2010,2306702,9.46,6.05,72.25,52.82,81.99,0.56,0.535,0.776,0.552
2010,2306801,9.74,4.78,74.38,64.84,77.22,0.45,0.559,0.735,0.575
2010,2306900,9.46,4.82,85.35,54.87,80.13,0.52,0.543,0.76,0.58
2010,2307007,9.84,5.69,74.22,77.14,78.87,0.47,0.548,0.779,0.568
2010,2307106,9.58,2.43,68.66,77.81,85.27,0.53,0.542,0.779,0.547
2010,2307205,9.97,3.35,76.84,75.29,81.06,0.5,0.634,0.776,0.562
2010,2307254,10.45,1.79,76.02,87.29,77.46,0.59,0.625,0.723,0.614
2010,2307304,10.14,2.81,70.37,74.19,85.31,0.54,0.642,0.81,0.644
2010,2307403,9.82,4.18,73.97,66.92,73.38,0.49,0.511,0.772,0.541
2010,2307502,8.27,4.99,76.69,52.12,77.87,0.6,0.515,0.778,0.576
2010,2307601,9.52,3.04,72.82,71.43,82.11,0.49,0.623,0.804,0.633
2010,2307635,9.85,3.08,67.0,72.33,86.26,0.58,0.545,0.778,0.536
2010,2307650,10.23,2.11,66.71,77.07,84.14,0.43,0.665,0.788,0.617
2010,2307700,9.91,1.93,72.11,80.29,80.79,0.44,0.618,0.788,0.587
2010,2307809,9.28,7.74,74.47,61.82,73.66,0.54,0.553,0.734,0.564
2010,2307908,9.72,3.83,82.91,66.62,81.86,0.59,0.522,0.76,0.541
2010,2308005,10.03,4.63,59.0,70.84,89.61,0.47,0.554,0.778,0.541
2010,2308104,9.83,4.34,70.46,74.33,82.19,0.56,0.526,0.772,0.544
2010,2308203,8.79,1.96,65.17,75.64,88.62,0.47,0.554,0.761,0.559
2010,2308302,9.07,4.51,76.88,64.14,77.07,0.47,0.569,0.777,0.561
2010,2308351,9.71,4.61,69.13,53.31,84.1,0.54,0.558,0.784,0.56
2010,2308377,10.09,5.41,59.93,50.47,82.04,0.64,0.523,0.778,0.51
2010,2308401,9.79,4.96,70.17,77.11,71.62,0.57,0.552,0.754,0.579
2010,2308500,9.22,7.46,71.03,48.36,77.14,0.54,0.489,0.735,0.549
2010,2308609,8.99,5.8,69.51,58.85,81.41,0.55,0.538,0.773,0.545
2010,2308708,9.08,4.14,69.09,67.47,81.15,0.52,0.525,0.758,0.569
2010,2308807,9.43,4.83,71.05,83.43,89.7,0.51,0.516,0.768,0.495
2010,2308906,9.6,6.56,65.15,57.07,74.72,0.54,0.511,0.76,0.524
2010,2309003,9.82,2.39,76.25,71.88,80.42,0.57,0.541,0.732,0.565
2010,2309102,9.33,2.89,73.36,44.29,78.38,0.55,0.534,0.759,0.551
2010,2309201,9.88,3.95,69.39,58.19,73.11,0.57,0.554,0.779,0.567
2010,2309300,9.87,6.98,83.13,64.1,80.98,0.5,0.524,0.754,0.585
2010,2309409,10.04,4.62,77.99,63.71,75.57,0.6,0.526,0.763,0.552
2010,2309458,9.97,3.34,81.06,61.0,85.22,0.53,0.519,0.771,0.524
2010,2309508,9.25,5.18,72.3,58.05,78.21,0.49,0.557,0.793,0.582
2010,2309607,9.91,3.1,64.18,66.82,82.31,0.47,0.596,0.788,0.609
2010,2309706,9.77,1.77,78.47,69.14,83.37,0.44,0.652,0.779,0.605
2010,2309805,9.28,2.19,68.4,39.65,76.04,0.5,0.58,0.773,0.571
2010,2309904,9.99,5.68,79.51,69.41,82.18,0.5,0.571,0.745,0.562
2010,2310001,10.33,2.26,71.03,75.65,84.85,0.47,0.628,0.723,0.572
2010,2310100,9.06,3.33,72.26,52.23,57.4,0.63,0.551,0.742,0.59
2010,2310209,10.0,3.33,64.95,58.65,78.7,0.55,0.581,0.746,0.597
2010,2310258,9.42,3.24,77.32,61.06,76.3,0.5,0.602,0.738,0.574
2010,2310308,10.11,6.38,69.07,63.88,65.7,0.53,0.46,0.764,0.526
2010,2310407,10.01,4.82,73.77,67.48,84.6,0.52,0.518,0.741,0.515
2010,2310506,9.69,6.18,71.06,58.19,75.18,0.5,0.521,0.779,0.541
2010,2310605,10.11,4.14,81.68,68.84,77.2,0.45,0.626,0.761,0.566
2010,2310704,9.85,5.27,86.88,69.46,75.33,0.56,0.604,0.734,0.562
2010,2310803,9.2,4.61,73.89,63.94,80.85,0.53,0.534,0.776,0.525
2010,2310852,9.46,2.91,63.66,58.68,79.74,0.45,0.588,0.754,0.581
2010,2310902,9.16,4.04,66.01,52.93,70.16,0.52,0.523,0.779,0.53
2010,2310951,10.4,2.05,73.47,77.24,87.44,0.51,0.526,0.769,0.51
2010,2311009,9.28,5.06,63.62,52.74,80.49,0.54,0.5,0.746,0.527
2010,2311108,9.42,4.03,77.9,65.16,82.3,0.49,0.592,0.765,0.531
2010,2311207,8.34,4.98,53.61,36.48,75.94,0.58,0.441,0.759,0.529
2010,2311231,9.5,6.25,59.12,65.54,80.17,0.5,0.538,0.754,0.544
2010,2311264,10.04,5.61,77.08,69.38,82.33,0.55,0.518,0.774,0.524
2010,2311306,9.69,4.91,72.18,74.2,80.38,0.53,0.624,0.775,0.592
2010,2311355,10.34,5.62,67.69,75.69,77.86,0.51,0.52,0.725,0.548
2010,2311405,9.35,2.86,71.15,60.24,81.17,0.56,0.567,0.789,0.592
