SG_UE,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDUCACAO
50539,0.66,0.865,0.574
53813,0.66,0.802,0.546
51993,0.66,0.841,0.545
80225,0.66,0.812,0.625
44474,0.66,0.8009999999999999,0.57
44970,0.66,0.846,0.551
41467,0.66,0.8390000000000001,0.636
87483,0.6609999999999999,0.8270000000000001,0.6
56014,0.6609999999999999,0.825,0.544
88340,0.6609999999999999,0.83,0.505
88005,0.6609999999999999,0.813,0.539
42587,0.6609999999999999,0.8079999999999999,0.631
3093,0.6609999999999999,0.813,0.547
89974,0.6609999999999999,0.797,0.56
74543,0.6609999999999999,0.7929999999999999,0.529
44539,0.6609999999999999,0.847,0.636
62421,0.6609999999999999,0.809,0.701
45616,0.6609999999999999,0.831,0.57
93874,0.6609999999999999,0.8140000000000001,0.62
78352,0.6609999999999999,0.836,0.631
46736,0.6609999999999999,0.833,0.563
35939,0.6609999999999999,0.7759999999999999,0.643
80926,0.6609999999999999,0.8190000000000001,0.605
92517,0.6609999999999999,0.836,0.62
74799,0.6609999999999999,0.8059999999999999,0.606
92975,0.6609999999999999,0.815,0.616
79294,0.6609999999999999,0.8290000000000001,0.622
71110,0.6609999999999999,0.826,0.636
61530,0.662,0.835,0.647
787,0.662,0.816,0.545
86762,0.662,0.8320000000000001,0.584
4111,0.662,0.8109999999999999,0.5479999999999999
79316,0.662,0.805,0.629
48895,0.662,0.83,0.597
58041,0.662,0.8079999999999999,0.598
69370,0.662,0.8109999999999999,0.6809999999999999
24198,0.662,0.795,0.556
41815,0.662,0.848,0.507
89737,0.662,0.8140000000000001,0.48
52957,0.662,0.809,0.47200000000000003
48437,0.6629999999999999,0.8370000000000001,0.5670000000000001
44830,0.6629999999999999,0.846,0.52
90131,0.6629999999999999,0.789,0.557
40681,0.6629999999999999,0.878,0.552
42633,0.6629999999999999,0.821,0.622
35335,0.6629999999999999,0.789,0.584
93432,0.6629999999999999,0.841,0.696
43133,0.6629999999999999,0.823,0.54
93238,0.6629999999999999,0.805,0.57
680,0.6629999999999999,0.789,0.439
61000,0.6629999999999999,0.802,0.655
19,0.6629999999999999,0.823,0.519
51233,0.6629999999999999,0.8490000000000001,0.569
98973,0.6629999999999999,0.8340000000000001,0.568
49336,0.6629999999999999,0.841,0.623
53155,0.6629999999999999,0.8240000000000001,0.585
46078,0.6629999999999999,0.84,0.654
43737,0.6629999999999999,0.838,0.601
53317,0.6629999999999999,0.863,0.542
88730,0.6629999999999999,0.792,0.461
74330,0.664,0.831,0.599
69558,0.664,0.826,0.639
86045,0.664,0.802,0.457
86665,0.664,0.846,0.628
93327,0.664,0.851,0.5670000000000001
42498,0.664,0.8370000000000001,0.604
88447,0.664,0.8320000000000001,0.58
76139,0.664,0.789,0.639
43478,0.664,0.825,0.565
620,0.664,0.8009999999999999,0.506
96911,0.664,0.836,0.622
70092,0.664,0.825,0.637
77917,0.664,0.807,0.5770000000000001
67474,0.664,0.8140000000000001,0.52
46132,0.664,0.8340000000000001,0.5539999999999999
74020,0.664,0.7859999999999999,0.615
96679,0.664,0.8220000000000001,0.6
61085,0.664,0.848,0.5429999999999999
370,0.664,0.763,0.524
53074,0.664,0.8420000000000001,0.563
8770,0.664,0.7959999999999999,0.606
92053,0.664,0.841,0.568
43818,0.664,0.8420000000000001,0.562
40975,0.664,0.833,0.57
94013,0.664,0.831,0.652
58890,0.664,0.8220000000000001,0.575
41629,0.664,0.8440000000000001,0.518
70670,0.664,0.828,0.7140000000000001
81329,0.664,0.812,0.588
639,0.664,0.804,0.457
41432,0.665,0.848,0.47600000000000003
85499,0.665,0.821,0.608
46094,0.665,0.8270000000000001,0.5710000000000001
61301,0.665,0.813,0.631
43974,0.665,0.84,0.5920000000000001
90840,0.665,0.797,0.556
78271,0.665,0.797,0.595
66338,0.665,0.823,0.7070000000000001
94439,0.665,0.812,0.529
56596,0.665,0.8290000000000001,0.537
41840,0.665,0.828,0.5820000000000001
70114,0.665,0.812,0.659
46574,0.665,0.81,0.568
96350,0.665,0.8240000000000001,0.634
90905,0.665,0.784,0.555
93173,0.665,0.8290000000000001,0.5710000000000001
65633,0.665,0.8440000000000001,0.648
51179,0.665,0.847,0.557
62839,0.665,0.802,0.635
52337,0.665,0.7959999999999999,0.568
93203,0.665,0.835,0.593
88285,0.665,0.7879999999999999,0.55
69396,0.665,0.823,0.687
98019,0.665,0.7759999999999999,0.573
10375,0.665,0.799,0.562
93033,0.665,0.815,0.54
99031,0.665,0.7859999999999999,0.599
62448,0.6659999999999999,0.8109999999999999,0.6970000000000001
50857,0.6659999999999999,0.833,0.5429999999999999
70939,0.6659999999999999,0.813,0.591
71790,0.6659999999999999,0.823,0.6970000000000001
98876,0.6659999999999999,0.795,0.523
90263,0.6659999999999999,0.809,0.57
17876,0.6659999999999999,0.8029999999999999,0.584
42315,0.6659999999999999,0.821,0.58
86428,0.6659999999999999,0.825,0.561
42714,0.6659999999999999,0.8240000000000001,0.581
82619,0.6659999999999999,0.804,0.568
67970,0.6659999999999999,0.8140000000000001,0.612
48852,0.6659999999999999,0.85,0.609
47910,0.6659999999999999,0.8029999999999999,0.575
50172,0.6659999999999999,0.8059999999999999,0.599
88668,0.6659999999999999,0.816,0.49700000000000005
86436,0.6659999999999999,0.821,0.589
9636,0.6659999999999999,0.8,0.536
75752,0.6659999999999999,0.805,0.645
41858,0.6659999999999999,0.815,0.5579999999999999
41661,0.6659999999999999,0.8420000000000001,0.514
53570,0.6659999999999999,0.821,0.578
92185,0.667,0.816,0.585
75124,0.667,0.828,0.5720000000000001
74470,0.667,0.8079999999999999,0.625
77976,0.667,0.8079999999999999,0.604
5096,0.667,0.7809999999999999,0.514
21172,0.667,0.821,0.628
84557,0.667,0.78,0.5710000000000001
54119,0.667,0.847,0.597
86150,0.667,0.8029999999999999,0.55
96016,0.667,0.818,0.536
80160,0.667,0.823,0.622
25496,0.667,0.8059999999999999,0.506
87521,0.667,0.8240000000000001,0.534
95770,0.667,0.8320000000000001,0.635
88803,0.667,0.8220000000000001,0.501
80195,0.667,0.826,0.5920000000000001
62677,0.667,0.8109999999999999,0.619
46990,0.667,0.856,0.5479999999999999
671,0.667,0.772,0.40399999999999997
47813,0.667,0.856,0.598
36293,0.667,0.79,0.562
42951,0.667,0.82,0.49200000000000005
90662,0.6679999999999999,0.831,0.542
81264,0.6679999999999999,0.8079999999999999,0.5429999999999999
43559,0.6679999999999999,0.8420000000000001,0.618
56812,0.6679999999999999,0.816,0.5579999999999999
93483,0.6679999999999999,0.833,0.597
48038,0.6679999999999999,0.847,0.555
71854,0.6679999999999999,0.794,0.563
90972,0.6679999999999999,0.8270000000000001,0.53
98116,0.6679999999999999,0.825,0.5760000000000001
64173,0.6679999999999999,0.7959999999999999,0.723
94790,0.6679999999999999,0.8059999999999999,0.584
65650,0.6679999999999999,0.8029999999999999,0.649
19755,0.6679999999999999,0.815,0.574
42811,0.6679999999999999,0.845,0.562
84530,0.6679999999999999,0.828,0.5489999999999999
79812,0.6679999999999999,0.8009999999999999,0.563
57070,0.6679999999999999,0.823,0.612
86630,0.6679999999999999,0.812,0.532
74608,0.6679999999999999,0.799,0.588
62286,0.6679999999999999,0.843,0.617
89915,0.6679999999999999,0.812,0.563
50814,0.6679999999999999,0.841,0.589
59170,0.6679999999999999,0.813,0.547
43036,0.6679999999999999,0.815,0.59
45756,0.669,0.8370000000000001,0.569
74110,0.669,0.7979999999999999,0.578
87564,0.669,0.782,0.596
76473,0.669,0.845,0.574
86452,0.669,0.8270000000000001,0.569
54437,0.669,0.841,0.531
79774,0.669,0.7859999999999999,0.57
68691,0.669,0.836,0.644
56952,0.669,0.8140000000000001,0.599
93122,0.669,0.8140000000000001,0.591
75515,0.669,0.825,0.665
41610,0.669,0.8340000000000001,0.46399999999999997
50750,0.669,0.823,0.575
61271,0.669,0.805,0.605
96610,0.669,0.813,0.631
56308,0.669,0.823,0.608
74640,0.669,0.8009999999999999,0.626
76457,0.669,0.7909999999999999,0.6
94153,0.67,0.816,0.568
88323,0.67,0.792,0.441
62979,0.67,0.8240000000000001,0.638
4081,0.67,0.813,0.525
4707,0.67,0.8009999999999999,0.569
59331,0.67,0.8059999999999999,0.5329999999999999
90301,0.67,0.787,0.467
43931,0.67,0.823,0.563
67059,0.67,0.841,0.674
74667,0.67,0.8420000000000001,0.634
39748,0.67,0.794,0.667
81418,0.67,0.8340000000000001,0.53
51136,0.67,0.794,0.605
56154,0.67,0.8109999999999999,0.637
66591,0.67,0.846,0.659
58181,0.67,0.785,0.631
53635,0.67,0.847,0.522
95095,0.67,0.8009999999999999,0.515
46230,0.67,0.848,0.586
40320,0.67,0.8490000000000001,0.649
98639,0.6709999999999999,0.8170000000000001,0.591
98299,0.6709999999999999,0.841,0.5720000000000001
74306,0.6709999999999999,0.818,0.665
87882,0.6709999999999999,0.826,0.545
44156,0.6709999999999999,0.853,0.5870000000000001
86088,0.6709999999999999,0.816,0.527
74101,0.6709999999999999,0.8440000000000001,0.593
90859,0.6709999999999999,0.8170000000000001,0.53
90140,0.6709999999999999,0.812,0.597
93530,0.6709999999999999,0.831,0.5760000000000001
44598,0.6709999999999999,0.823,0.585
5711,0.6709999999999999,0.8,0.503
92800,0.6709999999999999,0.813,0.605
74055,0.6709999999999999,0.79,0.5429999999999999
90549,0.6709999999999999,0.8,0.547
92010,0.6709999999999999,0.841,0.579
62065,0.6709999999999999,0.809,0.6940000000000001
45470,0.6709999999999999,0.833,0.57
51071,0.6709999999999999,0.835,0.631
191,0.6709999999999999,0.792,0.55
92029,0.6709999999999999,0.8170000000000001,0.58
68373,0.6709999999999999,0.7959999999999999,0.581
94978,0.6709999999999999,0.8370000000000001,0.66
87467,0.672,0.831,0.608
87386,0.672,0.804,0.5770000000000001
96938,0.672,0.8170000000000001,0.55
58912,0.672,0.797,0.556
78190,0.672,0.848,0.6809999999999999
50199,0.672,0.841,0.6509999999999999
41270,0.672,0.8140000000000001,0.514
49913,0.672,0.8079999999999999,0.564
57010,0.672,0.816,0.589
91812,0.672,0.812,0.573
73369,0.672,0.815,0.529
40150,0.672,0.845,0.513
47473,0.672,0.828,0.5539999999999999
88579,0.672,0.835,0.5760000000000001
18813,0.672,0.794,0.504
61468,0.672,0.8440000000000001,0.604
87955,0.672,0.821,0.517
42773,0.672,0.8009999999999999,0.523
56677,0.672,0.8270000000000001,0.541
91278,0.672,0.8009999999999999,0.562
76112,0.672,0.7909999999999999,0.664
95052,0.672,0.821,0.674
98337,0.672,0.802,0.59
74403,0.672,0.836,0.63
58173,0.672,0.809,0.608
74381,0.672,0.812,0.637
42021,0.672,0.8079999999999999,0.48100000000000004
63738,0.672,0.826,0.5760000000000001
92177,0.672,0.813,0.579
56537,0.672,0.802,0.6409999999999999
574,0.6729999999999999,0.8,0.494
43915,0.6729999999999999,0.789,0.565
4839,0.6729999999999999,0.785,0.564
53058,0.6729999999999999,0.845,0.644
74721,0.6729999999999999,0.831,0.625
93416,0.6729999999999999,0.8220000000000001,0.624
75930,0.6729999999999999,0.792,0.5539999999999999
76554,0.6729999999999999,0.848,0.657
65757,0.6729999999999999,0.826,0.636
85944,0.6729999999999999,0.855,0.499
16616,0.6729999999999999,0.794,0.617
56758,0.6729999999999999,0.802,0.619
74144,0.6729999999999999,0.848,0.602
44776,0.6729999999999999,0.802,0.563
42501,0.6729999999999999,0.847,0.631
25135,0.6729999999999999,0.83,0.703
73407,0.6729999999999999,0.7979999999999999,0.573
45950,0.6729999999999999,0.84,0.616
93041,0.6729999999999999,0.821,0.579
41939,0.6729999999999999,0.821,0.637
50253,0.6729999999999999,0.843,0.564
56170,0.6729999999999999,0.815,0.58
89818,0.6729999999999999,0.845,0.485
63070,0.6729999999999999,0.823,0.617
77151,0.6729999999999999,0.794,0.691
85529,0.6729999999999999,0.8109999999999999,0.525
88099,0.6729999999999999,0.852,0.609
38075,0.6729999999999999,0.8009999999999999,0.5720000000000001
77070,0.6729999999999999,0.802,0.57
85251,0.6729999999999999,0.807,0.522
53554,0.6729999999999999,0.831,0.606
61425,0.6729999999999999,0.8059999999999999,0.675
41971,0.674,0.845,0.617
52191,0.674,0.823,0.593
98671,0.674,0.807,0.528
87866,0.674,0.816,0.48
95672,0.674,0.84,0.5870000000000001
68594,0.674,0.82,0.594
91731,0.674,0.8240000000000001,0.5770000000000001
5673,0.674,0.804,0.561
96717,0.674,0.826,0.5820000000000001
49476,0.674,0.7929999999999999,0.625
87726,0.674,0.8009999999999999,0.541
61964,0.674,0.847,0.6659999999999999
93750,0.674,0.831,0.596
80829,0.674,0.79,0.54
7277,0.674,0.807,0.597
95311,0.674,0.8340000000000001,0.643
85480,0.674,0.821,0.537
77852,0.674,0.7959999999999999,0.6
40614,0.674,0.83,0.5720000000000001
61026,0.674,0.846,0.615
61859,0.674,0.83,0.65
96539,0.674,0.813,0.485
58351,0.674,0.805,0.6940000000000001
87971,0.674,0.807,0.597
87289,0.674,0.7959999999999999,0.5429999999999999
76392,0.675,0.8270000000000001,0.603
75191,0.675,0.8059999999999999,0.65
47171,0.675,0.831,0.507
94617,0.675,0.82,0.579
43532,0.675,0.8340000000000001,0.522
61140,0.675,0.8190000000000001,0.609
81582,0.675,0.795,0.565
85006,0.675,0.787,0.61
52175,0.675,0.8009999999999999,0.541
48933,0.675,0.825,0.639
80900,0.675,0.8059999999999999,0.5329999999999999
61611,0.675,0.8059999999999999,0.5920000000000001
46850,0.675,0.84,0.675
41173,0.675,0.8640000000000001,0.6779999999999999
78476,0.675,0.8270000000000001,0.659
63053,0.675,0.826,0.6709999999999999
64475,0.675,0.83,0.6890000000000001
84891,0.675,0.816,0.525
40550,0.675,0.818,0.621
5614,0.675,0.8,0.5479999999999999
70858,0.675,0.8059999999999999,0.6859999999999999
67652,0.675,0.8270000000000001,0.711
91170,0.675,0.8270000000000001,0.611
230,0.6759999999999999,0.8140000000000001,0.584
92703,0.6759999999999999,0.8270000000000001,0.617
40029,0.6759999999999999,0.813,0.6459999999999999
62014,0.6759999999999999,0.82,0.649
64793,0.6759999999999999,0.8079999999999999,0.621
91499,0.6759999999999999,0.83,0.491
90158,0.6759999999999999,0.826,0.5379999999999999
55026,0.6759999999999999,0.8220000000000001,0.545
52639,0.6759999999999999,0.8370000000000001,0.652
49530,0.6759999999999999,0.8079999999999999,0.594
75540,0.6759999999999999,0.821,0.588
51853,0.6759999999999999,0.826,0.5670000000000001
74012,0.6759999999999999,0.804,0.596
76015,0.6759999999999999,0.807,0.6409999999999999
56120,0.6759999999999999,0.847,0.588
58025,0.6759999999999999,0.8059999999999999,0.603
61999,0.6759999999999999,0.843,0.599
85227,0.6759999999999999,0.8029999999999999,0.563
51055,0.6759999999999999,0.802,0.501
10774,0.6759999999999999,0.802,0.633
90557,0.6759999999999999,0.828,0.5920000000000001
58165,0.6759999999999999,0.785,0.605
89400,0.6759999999999999,0.8340000000000001,0.579
52450,0.6759999999999999,0.8220000000000001,0.501
92533,0.6759999999999999,0.804,0.57
88846,0.6759999999999999,0.792,0.6579999999999999
51438,0.6759999999999999,0.816,0.642
84980,0.6759999999999999,0.816,0.524
79138,0.6759999999999999,0.8220000000000001,0.544
74977,0.677,0.805,0.573
47058,0.677,0.8440000000000001,0.6559999999999999
55069,0.677,0.83,0.511
85634,0.677,0.81,0.528
74756,0.677,0.8290000000000001,0.623
78751,0.677,0.8029999999999999,0.611
61808,0.677,0.847,0.604
58319,0.677,0.79,0.534
40231,0.677,0.871,0.505
46515,0.677,0.841,0.5720000000000001
85790,0.677,0.866,0.593
74926,0.677,0.8290000000000001,0.556
50733,0.677,0.846,0.557
78514,0.677,0.826,0.603
92991,0.677,0.8240000000000001,0.649
40789,0.677,0.8440000000000001,0.679
90255,0.677,0.7929999999999999,0.649
90590,0.677,0.833,0.578
83593,0.677,0.8140000000000001,0.639
54259,0.677,0.8109999999999999,0.5920000000000001
62995,0.677,0.851,0.649
76791,0.677,0.807,0.515
38733,0.677,0.815,0.622
98833,0.677,0.809,0.555
91375,0.677,0.83,0.526
49816,0.677,0.807,0.563
92711,0.677,0.826,0.615
69850,0.677,0.8170000000000001,0.629
92134,0.677,0.843,0.623
77615,0.677,0.802,0.616
86355,0.677,0.875,0.478
48593,0.677,0.847,0.5670000000000001
80632,0.677,0.845,0.636
90832,0.677,0.813,0.637
48879,0.677,0.805,0.612
90816,0.677,0.826,0.5489999999999999
70033,0.6779999999999999,0.846,0.649
81108,0.6779999999999999,0.816,0.609
37818,0.6779999999999999,0.789,0.5720000000000001
95435,0.6779999999999999,0.813,0.604
93670,0.6779999999999999,0.825,0.62
52914,0.6779999999999999,0.8320000000000001,0.434
57134,0.6779999999999999,0.81,0.568
45055,0.6779999999999999,0.8,0.598
74519,0.6779999999999999,0.813,0.747
72192,0.6779999999999999,0.8320000000000001,0.639
84964,0.6779999999999999,0.828,0.46299999999999997
84638,0.6779999999999999,0.818,0.639
40347,0.6779999999999999,0.812,0.568
91898,0.6779999999999999,0.8420000000000001,0.637
78735,0.6779999999999999,0.785,0.551
78930,0.6779999999999999,0.836,0.616
79235,0.6779999999999999,0.8320000000000001,0.519
79251,0.679,0.792,0.479
96318,0.679,0.82,0.609
47899,0.679,0.846,0.589
67750,0.679,0.83,0.653
70912,0.679,0.8440000000000001,0.58
62049,0.679,0.8290000000000001,0.647
74594,0.679,0.816,0.473
87300,0.679,0.805,0.5660000000000001
71250,0.679,0.794,0.603
50679,0.679,0.831,0.611
65854,0.679,0.845,0.627
56693,0.679,0.816,0.535
79090,0.679,0.852,0.674
74098,0.679,0.846,0.5870000000000001
77631,0.679,0.828,0.601
44890,0.679,0.848,0.573
66575,0.679,0.83,0.674
44938,0.679,0.875,0.521
56006,0.679,0.8109999999999999,0.575
78212,0.679,0.847,0.545
89834,0.679,0.82,0.532
41076,0.679,0.858,0.647
87688,0.679,0.853,0.677
37419,0.679,0.8009999999999999,0.541
90220,0.679,0.826,0.598
47694,0.679,0.8340000000000001,0.537
95273,0.679,0.812,0.555
45578,0.679,0.8440000000000001,0.682
77135,0.679,0.8320000000000001,0.631
68837,0.679,0.81,0.698
81701,0.68,0.833,0.616
74187,0.68,0.813,0.5720000000000001
94510,0.68,0.838,0.579
56375,0.68,0.833,0.528
52779,0.68,0.836,0.539
81248,0.68,0.7959999999999999,0.516
92266,0.68,0.8059999999999999,0.5589999999999999
92835,0.68,0.838,0.674
42790,0.68,0.84,0.5720000000000001
85570,0.68,0.807,0.626
41599,0.68,0.8079999999999999,0.602
70696,0.68,0.83,0.7190000000000001
92673,0.68,0.8109999999999999,0.545
42471,0.68,0.848,0.5329999999999999
95575,0.68,0.8029999999999999,0.513
88900,0.68,0.8220000000000001,0.569
63193,0.68,0.8640000000000001,0.6729999999999999
46272,0.68,0.8140000000000001,0.61
65218,0.68,0.8140000000000001,0.672
79979,0.68,0.8390000000000001,0.615
57118,0.68,0.802,0.579
66257,0.68,0.7909999999999999,0.662
90166,0.68,0.823,0.623
76856,0.68,0.8420000000000001,0.607
77470,0.68,0.8340000000000001,0.629
66095,0.68,0.8140000000000001,0.628
50210,0.68,0.841,0.624
74349,0.68,0.833,0.56
94277,0.68,0.825,0.622
41025,0.68,0.833,0.604
84573,0.68,0.8009999999999999,0.569
87335,0.68,0.81,0.583
64815,0.68,0.809,0.698
88188,0.6809999999999999,0.8640000000000001,0.46299999999999997
41050,0.6809999999999999,0.802,0.608
92665,0.6809999999999999,0.802,0.619
93572,0.6809999999999999,0.838,0.688
86789,0.6809999999999999,0.792,0.473
23817,0.6809999999999999,0.799,0.569
43575,0.6809999999999999,0.847,0.626
66834,0.6809999999999999,0.825,0.6940000000000001
74420,0.6809999999999999,0.831,0.633
64874,0.6809999999999999,0.8140000000000001,0.627
88064,0.6809999999999999,0.813,0.439
51659,0.6809999999999999,0.85,0.5870000000000001
33138,0.6809999999999999,0.79,0.5920000000000001
91413,0.6809999999999999,0.83,0.519
65579,0.6809999999999999,0.835,0.653
76716,0.6809999999999999,0.809,0.645
68551,0.6809999999999999,0.843,0.684
34134,0.6809999999999999,0.7979999999999999,0.616
88650,0.6809999999999999,0.818,0.552
39659,0.6809999999999999,0.7879999999999999,0.581
67490,0.6809999999999999,0.818,0.5589999999999999
77232,0.6809999999999999,0.8190000000000001,0.584
75973,0.6809999999999999,0.828,0.509
94870,0.6809999999999999,0.82,0.6709999999999999
45772,0.6809999999999999,0.825,0.5920000000000001
78433,0.6809999999999999,0.831,0.633
62146,0.6809999999999999,0.7979999999999999,0.633
61450,0.6809999999999999,0.863,0.637
78417,0.6809999999999999,0.838,0.6609999999999999
84611,0.6809999999999999,0.85,0.579
83232,0.682,0.84,0.5870000000000001
59072,0.682,0.804,0.561
88706,0.682,0.81,0.5770000000000001
42161,0.682,0.835,0.644
94579,0.682,0.823,0.5539999999999999
48518,0.682,0.8390000000000001,0.654
62790,0.682,0.823,0.691
75574,0.682,0.807,0.625
4324,0.682,0.759,0.425
51551,0.682,0.8590000000000001,0.625
71595,0.682,0.809,0.684
75310,0.682,0.828,0.6409999999999999
78336,0.682,0.831,0.604
46957,0.682,0.81,0.54
46035,0.682,0.8420000000000001,0.48100000000000004
96253,0.682,0.8220000000000001,0.608
52612,0.682,0.857,0.597
64610,0.682,0.8059999999999999,0.7140000000000001
61883,0.682,0.833,0.738
90271,0.682,0.816,0.5529999999999999
52353,0.682,0.8420000000000001,0.57
77739,0.682,0.795,0.6459999999999999
65617,0.682,0.813,0.6729999999999999
61581,0.682,0.805,0.6579999999999999
61158,0.682,0.84,0.71
68250,0.682,0.862,0.6779999999999999
92550,0.682,0.828,0.508
53791,0.682,0.8,0.597
66559,0.682,0.815,0.623
92282,0.6829999999999999,0.8170000000000001,0.596
61476,0.6829999999999999,0.845,0.706
80365,0.6829999999999999,0.821,0.633
68934,0.6829999999999999,0.853,0.639
45250,0.6829999999999999,0.805,0.546
92355,0.6829999999999999,0.8370000000000001,0.56
48313,0.6829999999999999,0.831,0.515
7099,0.6829999999999999,0.785,0.474
47252,0.6829999999999999,0.7879999999999999,0.63
93165,0.6829999999999999,0.8220000000000001,0.591
59315,0.6829999999999999,0.8059999999999999,0.5489999999999999
85057,0.6829999999999999,0.852,0.522
43958,0.6829999999999999,0.8440000000000001,0.575
49514,0.6829999999999999,0.86,0.623
58238,0.6829999999999999,0.813,0.608
78638,0.6829999999999999,0.813,0.662
74659,0.6829999999999999,0.8109999999999999,0.602
87874,0.6829999999999999,0.8290000000000001,0.551
61212,0.6829999999999999,0.8170000000000001,0.616
65056,0.6829999999999999,0.855,0.616
70432,0.6829999999999999,0.847,0.6990000000000001
87319,0.6829999999999999,0.868,0.5770000000000001
90115,0.6829999999999999,0.818,0.546
39934,0.6829999999999999,0.8,0.588
45594,0.6829999999999999,0.82,0.5760000000000001
85871,0.6829999999999999,0.8190000000000001,0.491
54232,0.6829999999999999,0.8690000000000001,0.501
79871,0.6829999999999999,0.831,0.557
62405,0.6829999999999999,0.8170000000000001,0.6629999999999999
92100,0.684,0.807,0.652
66796,0.684,0.83,0.6509999999999999
75507,0.684,0.83,0.638
91332,0.684,0.8059999999999999,0.585
75787,0.684,0.8540000000000001,0.57
78158,0.684,0.8240000000000001,0.611
90336,0.684,0.818,0.595
40274,0.684,0.813,0.5489999999999999
11592,0.684,0.8,0.621
78530,0.684,0.804,0.624
91634,0.684,0.8059999999999999,0.6659999999999999
42447,0.684,0.8290000000000001,0.534
44571,0.684,0.841,0.598
87114,0.684,0.8190000000000001,0.59
74462,0.684,0.8029999999999999,0.6409999999999999
90204,0.684,0.823,0.636
76031,0.684,0.828,0.489
69892,0.684,0.82,0.6679999999999999
96750,0.684,0.84,0.518
41394,0.684,0.857,0.555
64335,0.684,0.823,0.634
4154,0.684,0.821,0.6579999999999999
90611,0.684,0.83,0.531
69833,0.684,0.823,0.745
94773,0.684,0.825,0.565
80012,0.684,0.852,0.578
92932,0.685,0.841,0.565
74314,0.685,0.785,0.648
75205,0.685,0.828,0.607
45675,0.685,0.8490000000000001,0.5329999999999999
56618,0.685,0.8440000000000001,0.589
58955,0.685,0.787,0.611
58491,0.685,0.8320000000000001,0.626
53694,0.685,0.804,0.5579999999999999
65714,0.685,0.841,0.61
87939,0.685,0.846,0.499
61069,0.685,0.8590000000000001,0.691
40215,0.685,0.81,0.5760000000000001
88501,0.685,0.8140000000000001,0.446
70653,0.685,0.812,0.632
56332,0.685,0.81,0.541
74209,0.6859999999999999,0.792,0.611
74217,0.6859999999999999,0.838,0.564
40916,0.6859999999999999,0.858,0.5670000000000001
62227,0.6859999999999999,0.8109999999999999,0.685
74080,0.6859999999999999,0.8079999999999999,0.632
58998,0.6859999999999999,0.8,0.551
46019,0.6859999999999999,0.8440000000000001,0.588
84719,0.6859999999999999,0.8440000000000001,0.627
91472,0.6859999999999999,0.852,0.521
86940,0.6859999999999999,0.7659999999999999,0.534
95737,0.6859999999999999,0.8140000000000001,0.6659999999999999
92312,0.6859999999999999,0.838,0.578
81507,0.6859999999999999,0.7909999999999999,0.585
56227,0.6859999999999999,0.816,0.5489999999999999
66273,0.6859999999999999,0.797,0.609
84972,0.6859999999999999,0.792,0.511
75779,0.6859999999999999,0.8079999999999999,0.6709999999999999
93637,0.6859999999999999,0.8340000000000001,0.639
56162,0.6859999999999999,0.8029999999999999,0.623
58220,0.6859999999999999,0.823,0.5660000000000001
61719,0.6859999999999999,0.823,0.594
41890,0.6859999999999999,0.847,0.527
74993,0.6859999999999999,0.7909999999999999,0.5489999999999999
61123,0.6859999999999999,0.8420000000000001,0.7040000000000001
93360,0.687,0.83,0.622
99015,0.687,0.84,0.5670000000000001
175,0.687,0.812,0.569
42919,0.687,0.877,0.632
65935,0.687,0.8320000000000001,0.644
159,0.687,0.825,0.5770000000000001
58386,0.687,0.8009999999999999,0.631
91030,0.687,0.8220000000000001,0.618
70017,0.687,0.8290000000000001,0.69
77330,0.687,0.8270000000000001,0.505
43273,0.687,0.848,0.584
49018,0.687,0.8390000000000001,0.525
88293,0.687,0.843,0.563
74861,0.687,0.7979999999999999,0.581
95230,0.687,0.807,0.547
87130,0.687,0.843,0.626
65510,0.687,0.855,0.677
88056,0.687,0.8759999999999999,0.628
35793,0.687,0.7959999999999999,0.551
61506,0.687,0.846,0.634
85464,0.687,0.826,0.47100000000000003
30058,0.687,0.7909999999999999,0.5720000000000001
74578,0.687,0.8079999999999999,0.6729999999999999
40819,0.687,0.81,0.573
52876,0.687,0.848,0.569
90719,0.687,0.8059999999999999,0.593
92908,0.687,0.8320000000000001,0.662
62308,0.687,0.802,0.6759999999999999
43516,0.687,0.85,0.588
44717,0.688,0.838,0.5579999999999999
69639,0.688,0.8140000000000001,0.642
70416,0.688,0.82,0.5710000000000001
63215,0.688,0.8270000000000001,0.6859999999999999
42935,0.688,0.85,0.648
71935,0.688,0.826,0.629
49778,0.688,0.843,0.611
88021,0.688,0.818,0.595
48135,0.688,0.8390000000000001,0.604
58327,0.688,0.8170000000000001,0.645
77550,0.688,0.8059999999999999,0.639
76376,0.688,0.826,0.593
88897,0.688,0.825,0.584
74764,0.688,0.795,0.5920000000000001
272,0.688,0.799,0.602
48690,0.688,0.83,0.59
65315,0.688,0.8440000000000001,0.624
93378,0.688,0.8190000000000001,0.6
52132,0.688,0.847,0.6970000000000001
43419,0.688,0.847,0.5660000000000001
35734,0.688,0.8079999999999999,0.59
74063,0.688,0.8170000000000001,0.634
65170,0.688,0.8490000000000001,0.75
95176,0.688,0.818,0.574
48097,0.688,0.8440000000000001,0.515
61875,0.688,0.8170000000000001,0.623
46116,0.688,0.843,0.5720000000000001
81680,0.688,0.846,0.633
85081,0.6890000000000001,0.8370000000000001,0.626
56219,0.6890000000000001,0.8540000000000001,0.6729999999999999
