Ano_Ativacao,Municipio,Tipo Escola,velocidade_median,velocidade_mean
2020,Naviraí,Municipal,2.0,2.0
2020,Nossa Senhora do Socorro,Municipal,2.0,2.0
2020,Nova Serrana,Municipal,300.0,300.0
2020,Novo Gama,Estadual,15.0,15.0
2020,Otacílio Costa,Estadual,2.0,2.0
2020,Otacílio Costa,Municipal,2.0,2.0
2020,Ourinhos,Estadual,2.0,2.0
2020,Paial,Municipal,2.0,2.0
2020,Palma Sola,Municipal,2.0,2.0
2020,Palmares Paulista,Estadual,2.0,2.0
2020,Panambi,Federal,2.0,2.0
2020,Papanduva,Municipal,2.0,2.0
2020,Paraíso do Sul,Municipal,2.0,2.0
2020,Parintins,Municipal,2.0,2.0
2020,Passo de Torres,Estadual,2.0,2.0
2020,Paulínia,Municipal,2.0,2.0
2020,Pedro Gomes,Municipal,2.0,2.0
2020,Penha,Municipal,2.0,2.0
2020,Penápolis,Estadual,2.0,2.0
2020,Peruíbe,Estadual,2.0,2.0
2020,Pindamonhangaba,Municipal,2.0,2.0
2020,Pinheiro,Municipal,2.0,2.0
2020,Piracicaba,Estadual,2.0,2.0
2020,Porto Alegre,Municipal,6.0,6.0
2020,Porto Feliz,Estadual,2.0,2.0
2020,Porto União,Municipal,2.0,2.0
2020,Porto Velho,Municipal,2.0,4.0
2020,Poções,Municipal,2.0,2.0
2020,Praia Grande,Estadual,10.0,10.0
2020,Presidente Venceslau,Estadual,16.0,16.0
2020,Querência,Municipal,2.0,2.0
2020,Recife,Federal,2.0,2.0
2020,Ribeirão Preto,Estadual,2.0,2.0
2020,Ribeirão das Neves,Estadual,2.0,2.0
2020,Rio Claro,Estadual,2.0,2.0
2020,Rio Negrinho,Municipal,2.0,2.0
2020,Rio Pardo,Municipal,2.0,2.0
2020,Rio Verde,Municipal,6.0,6.0
2020,Rio dos Bois,Municipal,15.0,15.0
2020,Rolim de Moura,Municipal,10.0,10.0
2020,Romelândia,Estadual,10.0,10.0
2020,Salto Veloso,Municipal,2.0,2.0
2020,Santa Bárbara d'Oeste,Municipal,2.0,2.0
2020,Santa Cruz do Rio Pardo,Estadual,2.0,2.0
2020,Santo Anastácio,Estadual,2.0,2.0
2020,Santo Cristo,Estadual,2.0,2.0
2020,Sarandi,Estadual,5.0,5.0
2020,Seberi,Municipal,2.0,2.0
2020,Serra,Municipal,2.0,2.0
2020,Serrinha,Municipal,2.0,2.0
2020,Siderópolis,Municipal,5.0,5.0
2020,Sinop,Estadual,2.0,2.0
2020,Soledade,Federal,2.0,2.0
2020,Sorocaba,Estadual,2.0,2.0
2020,Sorocaba,Municipal,2.0,2.0
2020,São Bernardo do Campo,Estadual,2.0,2.0
2020,São Bernardo do Campo,Municipal,2.0,2.0
2020,São Carlos,Estadual,2.0,2.0
2020,São Cristovão do Sul,Municipal,2.0,2.0
2020,São Félix do Coribe,Municipal,2.0,2.0
2020,São José,Estadual,2.0,2.0
2020,São José do Rio Preto,Municipal,2.0,2.0
2020,São José dos Campos,Estadual,2.0,2.0
2020,São José dos Campos,Municipal,2.0,2.0
2020,São João Batista,Municipal,2.0,2.0
2020,São João do Sul,Municipal,2.0,2.0
2020,São Lourenço,Municipal,2.0,2.0
2020,São Paulo,Estadual,2.0,2.0
2020,São Sebastião do Paraíso,Municipal,2.0,2.0
2020,Taboão da Serra,Estadual,2.0,2.0
2020,Taió,Municipal,2.0,2.0
2020,Tauá,Federal,2.0,2.0
2020,Tijucas,Municipal,2.0,2.0
2020,Timbó,Estadual,2.0,2.0
2020,Três Lagoas,Municipal,6.0,6.0
2020,Tupirama,Municipal,2.0,2.0
2020,Tupã,Federal,2.0,2.0
2020,Turvo,Municipal,2.0,2.0
2020,Uberlândia,Federal,600.0,600.0
2020,Uberlândia,Municipal,300.0,300.0
2020,Urupema,Federal,2.0,2.0
2020,Valparaíso de Goiás,Estadual,2.0,2.0
2020,Vidal Ramos,Estadual,10.0,10.0
2020,Vila Maria,Municipal,2.0,2.0
2020,Vila Velha,Municipal,2.0,2.0
2020,Viradouro,Municipal,2.0,2.0
2020,Vista Gaúcha,Municipal,10.0,10.0
2020,Várzea Grande,Estadual,10.0,10.0
2020,Xapuri,Federal,2.0,2.0
2020,Xavantina,Estadual,10.0,10.0
2020,Zortéa,Estadual,10.0,10.0
2020,Águas Lindas de Goiás,Municipal,10.0,10.0
2021,Alta Floresta D'Oeste,Municipal,2.0,2.0
2021,Alvorada,Municipal,2.0,2.0
2021,Anápolis,Municipal,2.0,2.0
2021,Aparecida de Goiânia,Estadual,10.0,10.0
2021,Aparecida de Goiânia,Municipal,10.0,10.0
2021,Araguatins,Municipal,2.0,2.0
2021,Araguaína,Municipal,2.0,2.0
2021,Araquari,Estadual,2.0,2.0
2021,Araquari,Municipal,2.0,2.0
2021,Araraquara,Municipal,5.0,5.0
2021,Araucária,Municipal,2.0,2.0
2021,Araçatuba,Municipal,25.0,25.0
2021,Assis,Municipal,25.0,25.0
2021,Aurora,Estadual,2.0,2.0
2021,Babaçulândia,Municipal,2.0,2.0
2021,Barra do Corda,Estadual,1.0,1.0
2021,Barreiras,Estadual,10.0,10.0
2021,Barueri,Municipal,25.0,22.0
2021,Bertioga,Municipal,12.0,12.0
2021,Birigui,Municipal,25.0,25.0
2021,Bom Jesus dos Perdões,Municipal,14.0,14.0
2021,Brasília,Estadual,2.0,2.0
2021,Brazabrantes,Estadual,1.0,1.0
2021,Brejão,Municipal,2.0,2.0
2021,Cajamar,Municipal,9.0,9.0
2021,Caldas Novas,Municipal,2.0,2.0
2021,Campinas,Estadual,2.0,2.0
2021,Campinas,Municipal,25.0,25.0
2021,Campo Florido,Estadual,600.0,600.0
2021,Campo Grande,Estadual,10.0,10.0
2021,Campo Limpo Paulista,Municipal,31.0,31.0
2021,Caraguatatuba,Municipal,2.0,2.0
2021,Carapicuíba,Estadual,11.0,11.0
2021,Caçapava,Estadual,2.0,2.0
2021,Chapadão do Sul,Estadual,5.0,5.0
2021,Cidade Ocidental,Municipal,10.0,10.0
2021,Colinas,Municipal,2.0,2.0
2021,Colinas do Tocantins,Municipal,2.0,2.0
2021,Cordeirópolis,Municipal,29.0,29.0
2021,Corumbá,Federal,10.0,10.0
2021,Corupá,Municipal,2.0,2.0
2021,Costa Marques,Municipal,2.0,2.0
2021,Cotia,Estadual,18.0,18.0
2021,Cruzeiro do Sul,Estadual,2.0,2.0
2021,Curitiba,Municipal,2.0,2.0
2021,Descalvado,Municipal,41.0,41.0
2021,Dois Irmãos do Tocantins,Municipal,2.0,2.0
2021,Dourados,Municipal,10.0,10.0
2021,Embu das Artes,Estadual,11.0,11.0
2021,Embu das Artes,Municipal,25.0,25.0
2021,Firminópolis,Municipal,10.0,10.0
2021,Formoso do Araguaia,Estadual,2.0,2.0
2021,Fortaleza,Municipal,10.0,10.0
2021,Fortaleza dos Nogueiras,Municipal,2.0,2.0
2021,Foz do Iguaçu,Estadual,10.0,10.0
2021,Franca,Estadual,600.0,600.0
2021,Franca,Municipal,300.0,300.0
2021,Guarulhos,Estadual,15.0,15.0
2021,Hortolândia,Municipal,15.0,15.0
2021,Indaiatuba,Municipal,16.0,16.0
2021,Itapecerica da Serra,Municipal,22.0,22.0
2021,Itapetininga,Estadual,25.0,25.0
2021,Itapetininga,Municipal,8.0,8.0
2021,Itapeva,Municipal,25.0,25.0
2021,Itaquaquecetuba,Municipal,28.0,28.0
2021,Itumbiara,Municipal,600.0,600.0
2021,Joinville,Estadual,2.0,2.0
2021,Joinville,Municipal,10.0,10.0
2021,João Pessoa,Estadual,2.0,2.0
2021,João Pessoa,Municipal,10.0,10.0
2021,Laranjeiras do Sul,Municipal,2.0,2.0
2021,Limeira,Municipal,9.0,9.0
2021,Lorena,Municipal,25.0,25.0
2021,Louveira,Municipal,3.0,3.0
2021,Macapá,Estadual,10.0,10.0
2021,Manaus,Estadual,10.0,10.0
2021,Manaus,Municipal,2.0,2.0
2021,Matão,Municipal,25.0,25.0
2021,Mauá,Municipal,7.0,7.0
2021,Miguelópolis,Municipal,300.0,300.0
2021,Mogi Mirim,Estadual,25.0,25.0
2021,Mogi das Cruzes,Estadual,25.0,25.0
2021,Mogi das Cruzes,Municipal,25.0,25.0
2021,Montes Claros,Estadual,10.0,10.0
2021,Montes Claros,Municipal,10.0,10.0
2021,Niterói,Estadual,10.0,10.0
2021,Niterói,Federal,10.0,10.0
2021,Niterói,Municipal,2.0,2.0
2021,Nova Serrana,Estadual,600.0,600.0
2021,Orlândia,Municipal,600.0,600.0
2021,Osasco,Estadual,25.0,25.0
2021,Ouro Preto do Oeste,Estadual,2.0,2.0
2021,Paial,Estadual,10.0,10.0
2021,Palmas,Estadual,2.0,2.0
2021,Penha,Municipal,2.0,2.0
2021,Peruíbe,Estadual,22.0,22.0
2021,Piracicaba,Estadual,25.0,25.0
2021,Piracicaba,Municipal,17.5,17.5
2021,Porto Velho,Estadual,10.0,10.0
2021,Porto Velho,Municipal,2.0,2.0
2021,Presidente Getúlio,Estadual,2.0,2.0
2021,Presidente Venceslau,Estadual,14.0,14.0
2021,Raposa,Estadual,2.0,2.0
2021,Redenção,Municipal,2.0,2.0
2021,Ribeira,Estadual,31.0,31.0
2021,Ribeirão Pires,Estadual,25.0,25.0
2021,Rio Grande,Municipal,2.0,2.0
2021,Rio Negrinho,Municipal,2.0,2.0
2021,Rondonópolis,Estadual,10.0,10.0
2021,Rondonópolis,Municipal,10.0,10.0
2021,Salvador,Municipal,10.0,10.0
2021,Santa Bárbara d'Oeste,Municipal,14.0,14.0
2021,Santa Teresinha,Municipal,2.0,2.0
2021,Serra Negra,Municipal,7.0,7.0
2021,Sumaré,Municipal,2.0,2.0
2021,São Francisco do Sul,Estadual,2.0,2.0
2021,São José do Rio Preto,Estadual,22.0,22.0
2021,São José dos Pinhais,Municipal,2.0,2.0
2021,São João da Boa Vista,Municipal,8.0,8.0
2021,São João dos Patos,Municipal,2.0,2.0
2021,São Lourenço do Oeste,Federal,2.0,2.0
2021,São Lourenço do Oeste,Municipal,2.0,2.0
2021,São Paulo,Estadual,25.0,25.0
2021,São Paulo,Municipal,15.0,14.75
2021,Sítio d'Abadia,Municipal,2.0,2.0
2021,Teresina,Estadual,10.0,10.0
2021,Teresina,Municipal,10.0,10.0
2021,Ubatuba,Estadual,13.0,13.0
2021,Uberlândia,Municipal,600.0,600.0
2021,Vinhedo,Municipal,12.0,12.0
2021,Várzea Grande,Estadual,2.0,2.0
2022,Americana,Estadual,25.0,22.125
2022,Amparo,Estadual,25.0,25.0
2022,Araraquara,Estadual,3.0,3.0
2022,Araraquara,Municipal,25.0,25.0
2022,Araras,Estadual,25.0,25.0
2022,Araras,Municipal,25.0,25.0
2022,Araçatuba,Estadual,25.0,25.0
2022,Araçatuba,Municipal,25.0,25.0
2022,Artur Nogueira,Municipal,25.0,25.0
2022,Belo Horizonte,Estadual,10.0,10.0
2022,Boa Vista,Estadual,10.0,10.0
2022,Boa Vista,Municipal,10.0,10.0
2022,Brasnorte,Estadual,2.0,2.0
2022,Campinas,Estadual,25.0,25.0
2022,Campinas,Municipal,25.0,25.0
2022,Campo Alegre,Estadual,2.0,2.0
2022,Campos dos Goytacazes,Federal,10.0,10.0
2022,Colombo,Municipal,10.0,10.0
2022,Concórdia,Municipal,2.0,2.0
2022,Cotia,Estadual,25.0,25.0
2022,Cotia,Municipal,25.0,25.0
2022,Criciúma,Estadual,10.0,10.0
2022,Cruzeiro,Municipal,25.0,25.0
2022,Cubatão,Municipal,25.0,25.0
2022,Curitiba,Estadual,10.0,10.0
2022,Curitiba,Municipal,2.0,2.0
2022,Diadema,Estadual,0.000512,0.000512
2022,Dom Pedrito,Municipal,2.0,2.0
2022,Esmeraldas,Municipal,2.0,2.0
2022,Fazenda Rio Grande,Municipal,2.0,2.0
2022,Fortaleza,Municipal,10.0,10.0
2022,Franca,Municipal,600.0,600.0
2022,Guaratinguetá,Estadual,25.0,25.0
2022,Guaratinguetá,Municipal,25.0,25.0
2022,Guarulhos,Estadual,500.0,500.0
2022,Itu,Municipal,25.0,25.0
2022,Jacareí,Estadual,25.0,25.0
2022,Lagamar,Estadual,10.0,10.0
2022,Lins,Municipal,25.0,25.0
2022,Lorena,Municipal,25.0,25.0
2022,Luziânia,Municipal,2.0,2.0
2022,Macapá,Estadual,10.0,10.0
2022,Mineiros,Municipal,2.0,2.0
2022,Montes Claros,Federal,10.0,10.0
2022,Nilópolis,Municipal,10.0,10.0
2022,Osasco,Estadual,25.0,25.0
2022,Ourinhos,Municipal,25.0,25.0
2022,Petrolina,Municipal,10.0,10.0
2022,Pinhais,Municipal,10.0,10.0
2022,Pinheiro Preto,Municipal,2.0,2.0
2022,Piracicaba,Estadual,25.0,25.0
2022,Pouso Alegre,Estadual,10.0,10.0
2022,Presidente Olegário,Estadual,600.0,600.0
2022,Presidente Olegário,Municipal,600.0,600.0
2022,Ribeirão Preto,Estadual,25.0,25.0
2022,Ribeirão Preto,Municipal,25.0,25.0
2022,Salvador,Municipal,10.0,10.0
2022,Santa Terezinha do Progresso,Estadual,2.0,2.0
2022,Sete Lagoas,Municipal,2.0,2.0
2022,Sorocaba,Estadual,25.0,25.0
2022,São Joaquim da Barra,Municipal,600.0,600.0
2022,São José do Rio Preto,Municipal,25.0,25.0
2022,São Paulo,Estadual,25.0,25.0
2022,São Paulo,Federal,25.0,25.0
2022,Taubaté,Municipal,25.0,25.0
2022,Teresina,Municipal,10.0,10.0
2022,Viamão,Municipal,10.0,10.0
2022,Vitória,Federal,10.0,10.0
2022,Vitória da Conquista,Estadual,10.0,10.0
2022,Votorantim,Estadual,25.0,25.0
2022,Votuporanga,Estadual,25.0,25.0
